cliente_id,tipo_cliente,data_cadastro,canal_aquisicao,campanha_origem_id,segmento_b2b,vendedor_id,municipio,uf,cep_prefixo
CLI003793,B2C,2025-10-07,social pago,SOC-202510,,,São José dos Campos,SP,91335
CLI003794,B2C,2025-10-03,social pago,SOC-202510,,,Belo Horizonte,MG,44755
CLI003795,B2C,2025-02-01,orgânico,,,,São José dos Campos,SP,48197
CLI003796,B2C,2026-05-04,influenciador,INF-202605,,,Cascavel,PR,45242
CLI003797,B2C,2025-12-02,social pago,SOC-202512,,,Maringá Mun.,PR,03486
CLI003798,B2C,2025-08-07,social pago,SOC-202508,,,Ponta Grossa,PR,25243
CLI003799,B2C,2025-09-10,busca paga,SEA-202509,,,Uberaba,MG,20353
CLI003800,B2C,2025-04-11,social pago,SOC-202504,,,Belo Horizonte,MG,33421
CLI003801,B2C,2026-03-07,influenciador,INF-202603,,,Piracicaba,SP,87019
CLI003802,B2C,2026-01-29,influenciador,INF-202601,,,Belo Horizonte,MG,89213
CLI003803,B2C,2025-05-12,influenciador,INF-202505,,,Bauru,SP,07526
CLI003804,B2C,2025-12-27,indicação,,,,Londrina,PR,31971
CLI003805,B2C,2025-06-15,orgânico,,,,Serra,ES,83783
CLI003806,B2C,2026-02-12,orgânico,,,,Anápolis,GO,20490
CLI003807,B2C,2025-12-01,busca paga,SEA-202512,,,Maringá,PR,54580
CLI003808,B2C,2026-05-03,influenciador,INF-202605,,,São José dos Campos,SP,09037
CLI003809,B2C,2025-04-04,,,,,Campinas,SP,16151
CLI003810,B2C,2026-02-22,orgânico,,,,Cascavel,PR,43560
CLI003811,B2C,2026-01-27,orgânico,,,,São José dos Campos,SP,34974
CLI003812,B2C,2025-08-23,busca paga,SEA-202508,,,São José dos Campos,SP,47483
CLI003813,B2C,2025-02-04,social pago,SOC-202502,,,São Paulo,SP,87248
CLI003814,B2C,2025-07-21,CRM,,,,Bauru,SP,92089
CLI003815,B2C,2025-10-31,busca paga,SEA-202510,,,Blumena,SC,11074
CLI003816,B2C,2025-05-25,social pago,SOC-202505,,,Goiânia,GO,78986
CLI003817,B2C,2025-11-15,orgânico,,,,Pelotas,RS,44542
CLI003818,B2C,2025-08-26,orgânico,,,,Limeira,SP,89054
CLI003819,B2C,2025-12-25,orgânico,,,,Caxias do Sul,RS,95236
CLI003820,B2C,2025-04-28,orgânico,,,,Pouso Alegre,MG,31212
CLI003821,B2C,2025-11-08,busca paga,SEA-202511,,,Sorocaba,SP,05215
CLI003822,B2C,2025-03-17,orgânico,,,,São José dos Campos,SP,31932
CLI003823,B2C,2025-04-17,,,,,São José dos Campos,SP,70075
CLI003824,B2C,2025-05-10,orgânico,,,,Campinas,SP,33621
CLI003825,B2C,2026-04-10,social pago,SOC-202604,,,Niterói,RJ,76862
CLI003826,B2C,2025-10-17,orgânico,,,,Ribeirão Preto Mun.,SP,42519
CLI003827,B2C,2025-11-07,busca paga,SEA-202511,,,Bauru,SP,61923
CLI003828,B2C,2025-11-13,orgânico,,,,Sorocaba,SP,09564
CLI003829,B2C,2025-06-18,influenciador,INF-202506,,,Volta Redonda,RJ,73170
CLI003830,B2C,2026-03-22,influenciador,INF-202603,,,Uberlândia,MG,48401
CLI003831,B2C,2025-01-17,orgânico,,,,Maringá,PR,19119
CLI003832,B2C,2026-04-14,social pago,SOC-202604,,,Jaboatão dos Guararapes,PE,60005
CLI003833,B2C,2025-08-25,orgânico,,,,Sorocab,SP,11309
CLI003834,B2C,2026-03-21,social pago,SOC-202603,,,Cascavel,PR,81603
CLI003835,B2C,2025-01-05,busca paga,SEA-202501,,,Jundiaí,SP,33622
CLI003836,B2C,2026-03-18,influenciador,INF-202603,,,São Paulo,SP,48961
CLI003837,B2C,2025-05-07,busca paga,SEA-202505,,,Anápolis,GO,67338
CLI003838,B2C,2025-02-09,busca paga,SEA-202502,,,Piracicaba,SP,99514
CLI003839,B2C,2026-04-12,busca paga,SEA-202604,,,Feira de Santana,BA,46384
CLI003840,B2C,2026-03-01,influenciador,INF-202603,,,Florianópolis,SC,16530
CLI003841,B2C,2026-02-13,orgânico,,,,Bauru,SP,29544
CLI003842,B2C,2025-06-16,social pago,SOC-202506,,,Brasília,DF,19325
CLI003843,B2C,2025-06-28,social pago,SOC-202506,,,Bauru,SP,95691
CLI003844,B2C,2025-07-15,busca paga,SEA-202507,,,Feira de Santana,BA,82777
CLI003845,B2C,2026-01-22,influenciador,INF-202601,,,Limeira,SP,97330
CLI003846,B2C,2026-04-08,orgânico,,,,Feira de Santana,BA,48920
CLI003847,B2C,2025-03-11,influenciador,INF-202503,,,Juiz de Fora,MG,69133
CLI003848,B2C,2026-01-10,orgânico,,,,Jundiaí,SP,23658
CLI003849,B2C,2025-03-08,indicação,,,,Pouso Alegre,MG,46847
CLI003850,B2C,2025-05-03,influenciador,INF-202505,,,Americana,SP,34762
CLI003851,B2C,2026-05-24,social pago,SOC-202605,,,Salvador,BA,91095
CLI003852,B2C,2025-11-20,social pago,SOC-202511,,,Recife,PE,31625
CLI003853,B2C,2026-03-23,orgânico,,,,Vitória da Conquista,BA,71874
CLI003854,B2C,2025-12-16,social pago,SOC-202512,,,Limeira,SP,70341
CLI003855,B2C,2025-10-25,social pago,SOC-202510,,,Campinas,SP,15167
CLI003856,B2C,2025-05-26,social pago,SOC-202505,,,São José dos Campos,SP,34998
CLI003857,B2C,2025-08-26,influenciador,INF-202508,,,São José dos Campos,SP,06584
CLI003858,B2C,2025-09-22,orgânico,,,,Bauru,SP,14294
CLI003859,B2C,2025-02-27,CRM,,,,Juazeiro do Norte,CE,90902
CLI003860,B2C,2025-03-10,busca paga,SEA-202503,,,Petrópolis,RJ,31243
CLI003861,B2C,2026-03-29,social pago,SOC-202603,,,Vila Velha,ES,92171
CLI003862,B2C,2025-09-25,indicação,,,,Jundiaí,SP,76024
CLI003863,B2C,2025-10-31,indicação,,,,Ponta Grossa,PR,41626
CLI003864,B2C,2025-07-07,,,,,Belo Horizonte,MG,98212
CLI003865,B2C,2025-03-11,busca paga,SEA-202503,,,Sorocaba,SP,80125
CLI003866,B2C,2025-11-28,indicação,,,,Salvador,BA,90851
CLI003867,B2C,2025-03-22,CRM,,,,Americana,SP,50989
CLI003868,B2C,2025-09-03,busca paga,SEA-202509,,,Niterói,RJ,58134
CLI003869,B2C,2025-03-18,social pago,SOC-202503,,,Limeira,SP,77389
CLI003870,B2C,2025-10-09,orgânico,,,,Salvador,BA,13337
CLI003871,B2C,2025-12-14,social pago,SOC-202512,,,Rondonópolis,MT,40217
CLI003872,B2C,2026-01-11,busca paga,SEA-202601,,,Florianópolis.,SC,40431
CLI003873,B2C,2025-11-10,busca paga,SEA-202511,,,São Paulo,SP,61509
CLI003874,B2C,2025-12-05,indicação,,,,Fortaleza,CE,47191
CLI003875,B2C,2025-04-21,busca paga,SEA-202504,,,Anápolis,GO,52136
CLI003876,B2C,2025-01-01,orgânico,,,,Bauru,SP,10489
CLI003877,B2C,2025-08-28,CRM,,,,Campinas,SP,11551
CLI003878,B2C,2025-03-27,orgânico,,,,Uberaba,MG,02862
CLI003879,B2C,2026-01-07,influenciador,INF-202601,,,Vitória da Conquista,BA,92089
CLI003880,B2C,2026-03-21,indicação,,,,Ribeirão Preto,SP,07291
CLI003881,B2C,2025-11-21,indicação,,,,Chapecó,SC,33916
CLI003882,B2C,2025-05-23,orgânico,,,,Petrópolis,RJ,37511
CLI003883,B2C,2026-05-09,influenciador,INF-202605,,,Salvador,BA,35573
CLI003884,B2C,2026-03-03,social pago,SOC-202603,,,Sorocaba,SP,04572
CLI003885,B2C,2025-07-03,orgânico,,,,Jundiaí,SP,23206
CLI003886,B2C,2025-04-13,orgânico,,,,Chapecó,SC,36188
CLI003887,B2C,2025-01-13,orgânico,,,,Ponta Grossa,PR,86789
CLI003888,B2C,2025-03-12,influenciador,INF-202503,,,Londrina,PR,86047
CLI003889,B2C,2025-08-16,orgânico,,,,Brasília,DF,88694
CLI003890,B2C,2025-11-02,social pago,SOC-202511,,,Pouso Alegre,MG,34734
CLI003891,B2C,2026-05-28,social pago,SOC-202605,,,Sorocaba,SP,87775
CLI003892,B2C,2025-06-19,indicação,,,,Caucaia,CE,51508
CLI003893,B2C,2026-03-04,influenciador,INF-202603,,,Cascavel,PR,13368
CLI003894,B2C,2025-05-16,orgânico,,,,Volta Redonda,RJ,35857
CLI003895,B2C,2026-05-06,influenciador,INF-202605,,,Cuiabá,MT,86094
CLI003896,B2C,2026-04-11,orgânico,,,,Sorocaba,SP,91211
CLI003897,B2C,2025-09-17,influenciador,INF-202509,,,Canoas,RS,20464
CLI003898,B2C,2026-02-25,social pago,SOC-202602,,,Chapecó,SC,83336
CLI003899,B2C,2025-02-18,influenciador,INF-202502,,,Goiânia,GO,92560
CLI003900,B2C,2025-11-22,orgânico,,,,Rio de Janeiro,RJ,33832
CLI003901,B2C,2025-03-20,orgânico,,,,Volta Redonda,RJ,55100
CLI003902,B2C,2025-04-25,busca paga,SEA-202504,,,Piracicaba,SP,82111
CLI003903,B2C,2025-05-27,social pago,SOC-202505,,,Uberaba,MG,97360
CLI003904,B2C,2025-08-08,indicação,,,,Niterói,RJ,72068
CLI003905,B2C,2025-11-20,social pago,SOC-202511,,,Contagem,MG,50143
CLI003906,B2C,2026-05-12,influenciador,INF-202605,,,Curitiba,PR,51997
CLI003907,B2C,2025-07-28,indicação,,,,Bauru,SP,45504
CLI003908,B2C,2025-06-15,indicação,,,,Salvador,BA,37170
CLI003909,B2C,2025-11-14,social pago,SOC-202511,,,Campinas,SP,85931
CLI003910,B2C,2025-10-10,social pago,SOC-202510,,,Sorocaba,SP,40846
CLI003911,B2C,2025-08-02,social pago,SOC-202508,,,Petrópolis Mun.,RJ,58470
CLI003912,B2C,2026-05-17,social pago,SOC-202605,,,Sorocaba,SP,64459
CLI003913,B2C,2026-05-15,influenciador,INF-202605,,,Pelotas,RS,59735
CLI003914,B2C,2025-05-30,orgânico,,,,Niterói,RJ,46860
CLI003915,B2C,2025-01-08,social pago,SOC-202501,,,Uberaba,MG,11190
CLI003916,B2C,2025-02-03,influenciador,INF-202502,,,Niterói,RJ,88914
CLI003917,B2C,2025-11-05,orgânico,,,,Limeira,SP,07142
CLI003918,B2C,2025-08-17,social pago,SOC-202508,,,São Paulo,SP,85628
CLI003919,B2C,2026-01-13,indicação,,,,Maringá,PR,80883
CLI003920,B2C,2026-03-20,busca paga,SEA-202603,,,Ponta Grossa,PR,03348
CLI003921,B2C,2026-04-21,social pago,SOC-202604,,,Volta Redonda,RJ,75125
CLI003922,B2C,2025-07-17,social pago,SOC-202507,,,São José dos Campos,SP,88453
CLI003923,B2C,2025-11-29,social pago,SOC-202511,,,Americana,SP,15994
CLI003924,B2C,2025-08-28,orgânico,,,,Salvador,BA,20041
CLI003925,B2C,2025-02-26,influenciador,INF-202502,,,Campinas,SP,36625
CLI003926,B2C,2026-02-18,influenciador,INF-202602,,,Piracicaba,SP,57872
CLI003927,B2C,2025-09-01,social pago,SOC-202509,,,Campinas.,SP,52450
CLI003928,B2C,2025-03-19,CRM,,,,Joinville,SC,01542
CLI003929,B2C,2025-06-05,indicação,,,,Brasília.,DF,77263
CLI003930,B2C,2026-05-29,social pago,SOC-202605,,,Jundiaí,SP,50716
CLI003931,B2C,2026-03-21,busca paga,SEA-202603,,,Uberaba,MG,50642
CLI003932,B2C,2026-05-03,social pago,SOC-202605,,,Cascavel,PR,78021
CLI003933,B2C,2026-02-26,indicação,,,,Limeira,SP,41994
CLI003934,B2C,2025-09-09,social pago,SOC-202509,,,Rio de Janeiro,RJ,54288
CLI003935,B2C,2025-12-06,busca paga,SEA-202512,,,Uberlândia,MG,46376
CLI003936,B2C,2025-09-06,social pago,SOC-202509,,,Ribeirão Preto,SP,66198
CLI003937,B2C,2026-05-27,busca paga,SEA-202605,,,Uberaba,MG,95714
CLI003938,B2C,2026-01-26,,INF-202601,,,Sorocaba,SP,10279
CLI003939,B2C,2025-08-09,indicação,,,,Volta Redonda,RJ,86362
CLI003940,B2C,2025-04-15,orgânico,,,,Fortaleza,CE,55620
CLI003941,B2C,2025-01-03,busca paga,SEA-202501,,,Petrópolis,RJ,76873
CLI003942,B2C,2026-05-04,social pago,SOC-202605,,,Londrina,PR,72091
CLI003943,B2C,2026-05-29,busca paga,SEA-202605,,,Limeira,SP,59098
CLI003944,B2C,2026-01-17,influenciador,INF-202601,,,Belo Horizonte,MG,02121
CLI003945,B2C,2025-02-28,social pago,SOC-202502,,,Caxias do Sul,RS,26085
CLI003946,B2C,2026-06-10,social pago,SOC-202606,,,São Paulo,SP,11229
CLI003947,B2C,2025-10-18,busca paga,SEA-202510,,,Joinville,SC,61928
CLI003948,B2C,2026-01-13,CRM,,,,Florianópolis,SC,81119
CLI003949,B2C,2025-02-01,social pago,SOC-202502,,,Petrópolis,RJ,59224
CLI003950,B2C,2025-08-11,social pago,SOC-202508,,,Americana,SP,68521
CLI003951,B2C,2025-09-16,orgânico,,,,Ponta Grossa,PR,94723
CLI003952,B2C,2026-01-21,influenciador,INF-202601,,,Jundiaí,SP,30215
CLI003953,B2C,2025-07-06,social pago,SOC-202507,,,Cascavel,PR,85064
CLI003954,B2C,2026-02-24,busca paga,SEA-202602,,,Jaboatão dos Guararapes,PE,66404
CLI003955,B2C,2025-05-22,busca paga,SEA-202505,,,Ribeirão Preto,SP,10674
CLI003956,B2C,2025-10-05,,,,,Bauru,SP,60280
CLI003957,B2C,2025-02-05,influenciador,INF-202502,,,São José dos Campos,SP,76500
CLI003958,B2C,2025-05-12,,SEA-202505,,,Vitória,ES,16977
CLI003959,B2C,2025-06-13,CRM,,,,Brasília,DF,40300
CLI003960,B2C,2026-01-01,social pago,SOC-202601,,,Uberaba,MG,76870
CLI003961,B2C,2025-08-15,busca paga,SEA-202508,,,Vitória da Conquista,BA,83742
CLI003962,B2C,2025-08-27,influenciador,INF-202508,,,Goiânia,GO,33879
CLI003963,B2C,2025-11-13,indicação,,,,Fortaleza,CE,85168
CLI003964,B2C,2026-01-26,CRM,,,,Piracicaba,SP,61096
CLI003965,B2C,2025-01-10,influenciador,INF-202501,,,Campo Grand,MS,25426
CLI003966,B2C,2025-06-22,,,,,Limeira,SP,70998
CLI003967,B2C,2026-01-12,social pago,SOC-202601,,,Canoas,RS,95216
CLI003968,B2C,2025-10-27,indicação,,,,Campinas,SP,10885
CLI003969,B2C,2026-02-26,,,,,Piracicaba,SP,90319
CLI003970,B2C,2026-03-14,,SOC-202603,,,Piracicaba,SP,73397
CLI003971,B2C,2025-06-27,orgânico,,,,Chapecó Mun.,SC,63565
CLI003972,B2C,2026-05-01,,SEA-202605,,,Salvador,BA,17731
CLI003973,B2C,2025-04-15,orgânico,,,,São Paulo,SP,69424
CLI003974,B2C,2026-06-10,orgânico,,,,Manaus,AM,96903
CLI003975,B2C,2026-02-07,orgânico,,,,Jundiaí,SP,53683
CLI003976,B2C,2025-09-22,busca paga,SEA-202509,,,Vitória da Conquista,BA,96433
CLI003977,B2C,2026-04-10,social pago,SOC-202604,,,São José dos Campos,SP,09047
CLI003978,B2C,2026-06-15,social pago,SOC-202606,,,Curitiba,PR,23425
CLI003979,B2C,2025-08-03,social pago,SOC-202508,,,São José dos Campos,SP,65543
CLI003980,B2C,2026-04-13,influenciador,INF-202604,,,Chapecó,SC,93082
CLI003981,B2C,2025-10-31,busca paga,SEA-202510,,,Curitiba,PR,12026
CLI003982,B2C,2025-10-13,indicação,,,,Ribeirão Preto,SP,05630
CLI003983,B2C,2025-06-09,social pago,SOC-202506,,,Contagem,MG,41822
CLI003984,B2C,2025-05-01,busca paga,SEA-202505,,,Rio de Janeiro,RJ,08457
CLI003985,B2C,2025-08-21,influenciador,INF-202508,,,Canoas,RS,16157
CLI003986,B2C,2025-12-07,orgânico,,,,Curitiba,PR,99982
CLI003987,B2C,2025-03-10,indicação,,,,Sorocaba,SP,66056
CLI003988,B2C,2026-04-07,busca paga,SEA-202604,,,Caruaru,PE,65732
CLI003989,B2C,2025-05-04,social pago,SOC-202505,,,Petrópolis,RJ,56146
CLI003990,B2C,2025-11-30,CRM,,,,Blumenau,SC,96251
CLI003991,B2C,2025-02-14,indicação,,,,Ribeirão Preto,SP,50483
CLI003992,B2C,2026-03-12,orgânico,,,,Brasília,DF,26141
CLI003993,B2C,2026-06-15,social pago,SOC-202606,,,São Paulo,SP,43475
CLI003994,B2C,2025-09-29,,,,,Jundiaí,SP,54592
CLI003995,B2C,2025-04-06,social pago,SOC-202504,,,Vila Velha,ES,92648
CLI003996,B2C,2026-04-02,social pago,SOC-202604,,,Pelotas,RS,78994
CLI003997,B2C,2025-03-12,social pago,SOC-202503,,,Americana,SP,39211
CLI003998,B2C,2025-07-13,busca paga,SEA-202507,,,Ribeirão Preto,SP,31674
CLI003999,B2C,2026-02-09,indicação,,,,Chapecó,SC,53083
CLI004000,B2C,2025-11-13,CRM,,,,Campinas,SP,75047
CLI004001,B2C,2025-03-09,indicação,,,,Ribeirão Preto,SP,25431
CLI004002,B2C,2025-10-06,CRM,,,,Juiz de Fora,MG,28058
CLI004003,B2C,2025-03-20,orgânico,,,,Petrópolis,RJ,30344
CLI004004,B2C,2025-10-21,orgânico,,,,Campinas,SP,79598
CLI004005,B2C,2026-05-25,social pago,SOC-202605,,,Jundiaí,SP,74269
CLI004006,B2C,2025-10-03,orgânico,,,,Sorocaba,SP,87524
CLI004007,B2C,2025-07-18,busca paga,SEA-202507,,,Jundiaí,SP,57699
CLI004008,B2C,2026-02-14,influenciador,INF-202602,,,Maringá,PR,53264
CLI004009,B2C,2025-11-06,orgânico,,,,São José dos Campos,SP,30423
CLI004010,B2C,2026-03-26,orgânico,,,,Piracicaba,SP,15465
CLI004011,B2C,2026-01-03,busca paga,SEA-202601,,,Salvador,BA,38841
CLI004012,B2C,2026-05-05,busca paga,SEA-202605,,,Jundiaí,SP,30095
CLI004013,B2C,2025-04-20,busca paga,SEA-202504,,,Limeira,SP,47847
CLI004014,B2C,2025-09-08,orgânico,,,,Florianópolis,SC,50748
CLI004015,B2C,2025-03-23,busca paga,SEA-202503,,,Aparecida de Goiânia,GO,87637
CLI004016,B2C,2025-01-04,orgânico,,,,Volta Redonda,RJ,44596
CLI004017,B2C,2026-04-30,CRM,,,,Uberlândia,MG,74698
CLI004018,B2C,2025-01-09,orgânico,,,,Jundia,SP,44380
CLI004019,B2C,2025-01-07,influenciador,INF-202501,,,Salvador,BA,30044
CLI004020,B2C,2025-05-27,influenciador,INF-202505,,,Campinas,SP,31934
CLI004021,B2C,2025-03-13,indicação,,,,Cascavel,PR,23278
CLI004022,B2C,2025-06-15,influenciador,INF-202506,,,Aparecida de Goiânia,GO,39713
CLI004023,B2C,2025-07-02,busca paga,SEA-202507,,,São Paulo,SP,22073
CLI004024,B2C,2026-05-05,orgânico,,,,Caruaru,PE,44540
CLI004025,B2C,2025-10-19,CRM,,,,São Paulo,SP,87421
CLI004026,B2C,2025-08-12,orgânico,,,,São Paulo,SP,63022
CLI004027,B2C,2025-05-30,busca paga,SEA-202505,,,Recife,PE,38633
CLI004028,B2C,2025-10-12,orgânico,,,,São Paulo,SP,70394
CLI004029,B2C,2026-02-01,busca paga,SEA-202602,,,Aparecida de Goiânia,GO,54645
CLI004030,B2C,2025-04-23,indicação,,,,Limeira,SP,09161
CLI004031,B2C,2025-08-26,indicação,,,,São Paulo,SP,16460
CLI004032,B2C,2025-12-05,indicação,,,,São Paulo,SP,29963
CLI004033,B2C,2026-03-18,social pago,SOC-202603,,,Campo Grande,MS,24757
CLI004034,B2C,2025-05-21,,,,,Piracicaba,SP,91946
CLI004035,B2C,2025-01-22,orgânico,,,,Caruaru,PE,29731
CLI004036,B2C,2025-10-15,influenciador,INF-202510,,,Curitiba,PR,27806
CLI004037,B2C,2025-09-11,,,,,Cascavel,PR,16601
CLI004038,B2C,2025-05-05,indicação,,,,Bauru,SP,87684
CLI004039,B2C,2025-10-12,busca paga,SEA-202510,,,Piracicaba,SP,90820
CLI004040,B2C,2025-10-04,orgânico,,,,Juiz de Fora,MG,71733
CLI004041,B2C,2025-10-23,busca paga,SEA-202510,,,Maringá,PR,62857
CLI004042,B2C,2025-06-04,orgânico,,,,Goiânia,GO,31504
CLI004043,B2C,2025-12-25,social pago,SOC-202512,,,Londrina,PR,55035
CLI004044,B2C,2026-01-08,influenciador,INF-202601,,,Americana,SP,65938
CLI004045,B2C,2025-01-28,orgânico,,,,Feira de Santana,BA,53853
CLI004046,B2C,2025-06-28,influenciador,INF-202506,,,Uberlândia,MG,81660
CLI004047,B2C,2026-05-04,social pago,SOC-202605,,,Ribeirão Preto,SP,40979
CLI004048,B2C,2025-08-08,orgânico,,,,Uberlândia,MG,38067
CLI004049,B2C,2026-04-29,influenciador,INF-202604,,,Maringá,PR,58695
CLI004050,B2C,2025-08-17,,SEA-202508,,,Piracicaba,SP,31081
CLI004051,B2C,2025-01-17,orgânico,,,,São José dos Campos,SP,84465
CLI004052,B2C,2025-06-16,indicação,,,,São Paul,SP,50599
CLI004053,B2C,2025-10-24,orgânico,,,,Canoas,RS,90602
CLI004054,B2C,2026-01-01,social pago,SOC-202601,,,Jundiaí,SP,06516
CLI004055,B2C,2025-08-15,social pago,SOC-202508,,,Ribeirão Preto,SP,35342
CLI004056,B2C,2025-12-23,social pago,SOC-202512,,,Joinville,SC,43192
CLI004057,B2C,2026-02-22,orgânico,,,,Porto Alegre,RS,35131
CLI004058,B2C,2026-06-01,busca paga,SEA-202606,,,Campinas,SP,83610
CLI004059,B2C,2025-02-03,social pago,SOC-202502,,,Brasília,DF,04808
CLI004060,B2C,2025-07-10,social pago,SOC-202507,,,Sorocaba,SP,43644
CLI004061,B2C,2025-06-21,indicação,,,,Jundiaí Mun.,SP,02079
CLI004062,B2C,2026-02-07,influenciador,INF-202602,,,Caxias do Sul,RS,88743
CLI004063,B2C,2025-10-30,busca paga,SEA-202510,,,Volta Redonda,RJ,49981
CLI004064,B2C,2026-06-07,orgânico,,,,Piracicaba,SP,50076
CLI004065,B2C,2026-01-24,social pago,SOC-202601,,,Volta Redonda,RJ,15907
CLI004066,B2C,2026-05-30,influenciador,INF-202605,,,Ponta Grossa,PR,14086
CLI004067,B2C,2026-02-16,indicação,,,,Caxias do Sul,RS,07218
CLI004068,B2C,2026-03-13,orgânico,,,,Americana,SP,03110
CLI004069,B2C,2025-02-01,orgânico,,,,Sorocaba,SP,96258
CLI004070,B2C,2025-03-16,indicação,,,,Niterói,RJ,71465
CLI004071,B2C,2025-11-05,CRM,,,,Brasília,DF,77249
CLI004072,B2C,2025-09-27,indicação,,,,Volta Redonda,RJ,62875
CLI004073,B2C,2026-01-21,busca paga,SEA-202601,,,Jundiaí,SP,56331
CLI004074,B2C,2025-10-10,busca paga,SEA-202510,,,Uberaba,MG,32807
CLI004075,B2C,2026-03-05,social pago,SOC-202603,,,Caruaru,PE,24939
CLI004076,B2C,2025-09-10,social pago,SOC-202509,,,Jundia,SP,77032
CLI004077,B2C,2026-03-30,orgânico,,,,Uberlândia,MG,23108
CLI004078,B2C,2025-02-28,busca paga,SEA-202502,,,Brasília,DF,93967
CLI004079,B2C,2025-12-23,indicação,,,,Limeira.,SP,58718
CLI004080,B2C,2025-12-24,orgânico,,,,Campinas,SP,78443
CLI004081,B2C,2025-07-09,influenciador,INF-202507,,,Juiz de Fora,MG,57038
CLI004082,B2C,2025-11-23,social pago,SOC-202511,,,Florianópolis,SC,65801
CLI004083,B2C,2025-04-13,social pago,SOC-202504,,,Brasília,DF,98827
CLI004084,B2C,2026-04-21,social pago,SOC-202604,,,Caxias do Sul,RS,59367
CLI004085,B2C,2026-01-29,social pago,SOC-202601,,,Rio de Janeiro,RJ,21846
CLI004086,B2C,2025-04-16,orgânico,,,,Cuiabá,MT,54290
CLI004087,B2C,2025-05-09,busca paga,SEA-202505,,,Piracicaba,SP,24456
CLI004088,B2C,2025-09-18,indicação,,,,Caucaia,CE,61627
CLI004089,B2C,2026-02-07,orgânico,,,,Contagem,MG,94938
CLI004090,B2C,2025-12-26,,INF-202512,,,Jundiaí,SP,19097
CLI004091,B2C,2025-01-02,orgânico,,,,Ribeirão Preto,SP,38239
CLI004092,B2C,2025-02-25,influenciador,INF-202502,,,Piracicaba,SP,99108
CLI004093,B2C,2025-08-20,social pago,SOC-202508,,,Americana,SP,72697
CLI004094,B2C,2025-07-01,orgânico,,,,Jundiaí,SP,60388
CLI004095,B2C,2026-03-15,indicação,,,,Feira de Santana,BA,21265
CLI004096,B2C,2025-12-20,busca paga,SEA-202512,,,Ribeirão Preto,SP,01490
CLI004097,B2C,2025-10-24,orgânico,,,,Recife,PE,40756
CLI004098,B2C,2026-05-11,busca paga,SEA-202605,,,Pouso Alegre,MG,96204
CLI004099,B2C,2025-05-23,influenciador,INF-202505,,,Campinas,SP,93875
CLI004100,B2C,2026-02-25,social pago,SOC-202602,,,Porto Alegre,RS,87160
CLI004101,B2C,2025-10-27,orgânico,,,,Rio de Janeiro,RJ,01924
CLI004102,B2C,2025-06-07,indicação,,,,Bauru,SP,42600
CLI004103,B2C,2025-05-30,social pago,SOC-202505,,,São Paulo.,SP,61668
CLI004104,B2C,2025-11-14,influenciador,INF-202511,,,Salvador,BA,07560
CLI004105,B2C,2026-02-07,CRM,,,,Cascavel,PR,17472
CLI004106,B2C,2025-12-05,orgânico,,,,Maringá,PR,63597
CLI004107,B2C,2025-10-04,busca paga,SEA-202510,,,Piracicaba,SP,82544
CLI004108,B2C,2025-03-10,busca paga,SEA-202503,,,Sorocaba,SP,16500
CLI004109,B2C,2025-02-26,social pago,SOC-202502,,,Uberaba,MG,34539
CLI004110,B2C,2026-05-14,orgânico,,,,Joinville,SC,63510
CLI004111,B2C,2026-04-22,CRM,,,,Pouso Alegre,MG,29184
CLI004112,B2C,2025-07-02,social pago,SOC-202507,,,Ribeirão Preto,SP,95791
CLI004113,B2C,2025-04-10,,,,,Blumenau,SC,63623
CLI004114,B2C,2026-02-22,orgânico,,,,Juiz de Fora,MG,62722
CLI004115,B2C,2026-05-17,orgânico,,,,Niterói,RJ,96980
CLI004116,B2C,2025-11-10,,SOC-202511,,,São Paulo,SP,47830
CLI004117,B2C,2025-03-19,,,,,São Paulo,SP,74039
CLI004118,B2C,2026-01-19,orgânico,,,,Pelotas,RS,53990
CLI004119,B2C,2025-05-20,indicação,,,,Ribeirão Preto,SP,58607
CLI004120,B2C,2026-02-10,social pago,SOC-202602,,,Vitória da Conquista,BA,35718
CLI004121,B2C,2025-03-29,influenciador,INF-202503,,,Ribeirão Preto,SP,66302
CLI004122,B2C,2025-03-15,social pago,SOC-202503,,,Piracicaba,SP,33785
CLI004123,B2C,2025-03-02,indicação,,,,Piracicaba,SP,46498
CLI004124,B2C,2025-02-07,orgânico,,,,São José dos Campos,SP,38907
CLI004125,B2C,2025-12-19,orgânico,,,,Vila Velha,ES,30486
CLI004126,B2C,2025-01-03,social pago,SOC-202501,,,Bauru,SP,78689
CLI004127,B2C,2025-01-11,orgânico,,,,Jundiaí,SP,34160
CLI004128,B2C,2025-02-09,social pago,SOC-202502,,,Jundiaí,SP,03134
CLI004129,B2C,2025-01-02,social pago,SOC-202501,,,Bauru,SP,52258
CLI004130,B2C,2025-07-10,influenciador,INF-202507,,,Florianópolis,SC,34276
CLI004131,B2C,2025-03-21,orgânico,,,,Campinas,SP,94366
CLI004132,B2C,2026-01-27,indicação,,,,Petrópolis,RJ,12221
CLI004133,B2C,2026-04-10,social pago,SOC-202604,,,Vitória da Conquista,BA,10991
CLI004134,B2C,2025-01-11,influenciador,INF-202501,,,Juiz de For,MG,69456
CLI004135,B2C,2025-02-06,indicação,,,,Sorocaba,SP,22570
