compra_id,produto_id,fornecedor_id,origem_fornecedor,data_pedido_compra,data_evento_cambio,data_prevista,data_recebimento,quantidade_pedida,quantidade_recebida,moeda,valor_unitario_moeda,taxa_cambio_interna,frete_compra_brl,impostos_compra_brl,lote
CMP00549,PRD0138,FOR019,NACIONAL,2025-01-20,,2025-02-02,2025-02-05,25,25,BRL,25.96,,32.42,35.29,L0138-01
CMP00550,PRD0138,FOR019,NACIONAL,2025-05-16,,2025-05-31,2025-06-03,27,27,BRL,24.06,,19.48,23.72,L0138-02
CMP00551,PRD0138,FOR019,NACIONAL,2025-09-29,,2025-10-16,2025-10-20,28,28,BRL,23.97,,33.09,38.14,L0138-03
CMP00552,PRD0138,FOR019,NACIONAL,2026-03-01,,2026-03-22,2026-03-20,58,58,BRL,25.86,,82.12,91.7,L0138-04
CMP00553,PRD0139,FOR020,NACIONAL,2025-01-17,,2025-02-04,2025-02-06,26,26,BRL,37.67,,41.67,39.66,L0139-01
CMP00554,PRD0139,FOR020,NACIONAL,2025-05-19,,2025-05-28,2025-05-29,26,26,BRL,39.66,,67.56,52.9,L0139-02
CMP00555,PRD0139,FOR020,NACIONAL,2025-10-07,,2025-10-18,2025-10-17,26,26,BRL,41.02,,32.31,51.64,L0139-03
CMP00556,PRD0139,FOR020,NACIONAL,2026-02-22,,2026-03-12,2026-03-11,56,56,BRL,37.52,,158.12,78.33,L0139-04
CMP00557,PRD0140,FOR021,NACIONAL,2025-01-18,,2025-01-31,2025-02-01,28,28,BRL,33.02,,33.88,36.88,L0140-01
CMP00558,PRD0140,FOR021,NACIONAL,2025-05-28,,2025-06-07,2025-06-06,32,32,BRL,33.96,,47.23,30.63,L0140-02
CMP00559,PRD0140,FOR021,NACIONAL,2025-10-14,,2025-11-06,2025-11-07,28,28,BRL,31.6,,33.4,45.75,L0140-03
CMP00560,PRD0140,FOR021,NACIONAL,2026-02-17,,2026-03-03,2026-03-07,56,56,BRL,32.54,,43.57,55.48,L0140-04
CMP00561,PRD0141,FOR022,NACIONAL,2025-01-02,,2025-01-14,2025-01-13,20,20,BRL,12.25,,7.9,13.44,L0141-01
CMP00562,PRD0141,FOR022,NACIONAL,2025-05-16,,2025-06-02,2025-06-01,23,23,BRL,11.39,,9.73,5.74,L0141-02
CMP00563,PRD0141,FOR022,NACIONAL,2025-09-29,,2025-10-15,2025-10-15,21,21,BRL,10.93,,7.62,8.95,L0141-03
CMP00564,PRD0141,FOR022,NACIONAL,2026-02-26,,2026-03-12,2026-03-11,44,44,BRL,11.83,,37.31,23.52,L0141-04
CMP00565,PRD0142,FOR023,NACIONAL,2025-01-12,,2025-02-01,2025-02-06,43,43,BRL,7.1,,6.21,15.38,L0142-01
CMP00566,PRD0142,FOR023,NACIONAL,2025-05-17,,2025-05-26,2025-05-24,37,37,BRL,6.88,,20.01,14.17,L0142-02
CMP00567,PRD0142,FOR023,NACIONAL,2025-10-17,,2025-11-03,2025-11-01,42,42,BRL,6.47,,17.76,7.93,L0142-03
CMP00568,PRD0142,FOR023,NACIONAL,2026-02-20,,2026-03-11,2026-03-11,92,92,BRL,6.84,,14.37,38.02,L0142-04
CMP00569,PRD0143,FOR024,NACIONAL,2025-01-06,,2025-01-26,2025-01-27,36,36,BRL,13.35,,26.44,22.91,L0143-01
CMP00570,PRD0143,FOR024,NACIONAL,2025-05-17,,2025-05-29,2025-05-28,41,41,BRL,13.67,,35.4,11.13,L0143-02
CMP00571,PRD0143,FOR024,NACIONAL,2025-10-03,,2025-10-16,2025-10-18,37,37,BRL,13.53,,28.97,26.14,L0143-03
CMP00572,PRD0143,FOR024,NACIONAL,2026-02-27,,2026-03-12,2026-03-11,77,77,BRL,13.59,,21.03,32.06,L0143-04
CMP00573,PRD0144,FOR001,NACIONAL,2025-01-02,,2025-01-14,2025-01-19,30,30,BRL,10.82,,21.9,8.52,L0144-01
CMP00574,PRD0144,FOR001,NACIONAL,2025-06-01,,2025-06-11,2025-06-12,29,29,BRL,10.9,,9.31,15.6,L0144-02
CMP00575,PRD0144,FOR001,NACIONAL,2025-09-28,,2025-10-10,2025-10-11,28,28,BRL,10.17,,17.94,7.44,L0144-03
CMP00576,PRD0144,FOR001,NACIONAL,2026-02-14,,2026-02-28,2026-03-03,67,67,BRL,10.27,,15.42,25.76,L0144-04
CMP00577,PRD0145,FOR002,NACIONAL,2025-01-03,,2025-01-26,2025-01-29,28,28,BRL,8.79,,8.51,6.49,L0145-01
CMP00578,PRD0145,FOR002,NACIONAL,2025-05-25,,2025-06-09,2025-06-09,23,23,BRL,8.91,,5.78,14.56,L0145-02
CMP00579,PRD0145,FOR002,NACIONAL,2025-10-12,,2025-10-30,2025-11-04,23,23,BRL,8.88,,13.69,8.15,L0145-03
CMP00580,PRD0145,FOR002,NACIONAL,2026-02-21,,2026-03-17,2026-03-16,58,58,BRL,9.6,,40.28,35.0,L0145-04
CMP00581,PRD0146,FOR003,NACIONAL,2025-01-02,,2025-01-26,2025-01-29,42,42,BRL,11.06,,13.71,15.61,L0146-01
CMP00582,PRD0146,FOR003,NACIONAL,2025-06-01,,2025-06-22,2025-06-25,39,39,BRL,11.34,,19.61,13.03,L0146-02
CMP00583,PRD0146,FOR003,NACIONAL,2025-10-04,,2025-10-13,2025-10-15,41,41,BRL,10.99,,23.91,20.96,L0146-03
CMP00584,PRD0146,FOR003,NACIONAL,2026-02-26,,2026-03-17,2026-03-18,88,88,BRL,10.52,,44.35,46.1,L0146-04
CMP00585,PRD0147,FOR004,NACIONAL,2025-01-05,,2025-01-14,2025-01-16,24,24,BRL,7.61,,4.25,4.38,L0147-01
CMP00586,PRD0147,FOR004,NACIONAL,2025-05-22,,2025-06-02,2025-06-04,22,22,BRL,7.64,,10.91,9.59,L0147-02
CMP00587,PRD0147,FOR004,NACIONAL,2025-10-06,,2025-10-13,2025-10-13,22,22,BRL,7.77,,11.16,10.1,L0147-03
CMP00588,PRD0147,FOR004,NACIONAL,2026-02-14,,2026-03-06,2026-03-06,44,44,BRL,7.45,,20.51,13.2,L0147-04
CMP00589,PRD0148,FOR005,NACIONAL,2025-01-05,,2025-01-29,2025-01-30,33,33,BRL,6.23,,9.42,10.5,L0148-01
CMP00590,PRD0148,FOR005,NACIONAL,2025-06-02,,2025-06-26,2025-06-25,32,32,BRL,6.18,,12.42,4.51,L0148-02
CMP00591,PRD0148,FOR005,NACIONAL,2025-10-09,,2025-10-31,2025-11-02,30,30,BRL,6.56,,3.98,9.91,L0148-03
CMP00592,PRD0148,FOR005,NACIONAL,2026-02-13,,2026-02-22,2026-02-22,56,56,BRL,5.98,,17.7,22.56,L0148-04
CMP00593,PRD0149,FOR006,NACIONAL,2025-01-02,,2025-01-12,2025-01-10,38,38,BRL,14.08,,39.57,34.16,L0149-01
CMP00594,PRD0149,FOR006,NACIONAL,2025-05-16,,2025-06-10,2025-06-08,39,39,BRL,15.0,,34.04,15.82,L0149-02
CMP00595,PRD0149,FOR006,NACIONAL,2025-10-01,,2025-10-11,2025-10-10,36,36,BRL,15.08,,15.96,24.92,L0149-03
CMP00596,PRD0149,FOR006,NACIONAL,2026-02-17,,2026-03-08,2026-03-08,86,86,BRL,14.54,,66.09,31.44,L0149-04
CMP00597,PRD0150,FOR007,NACIONAL,2025-01-08,,2025-01-18,2025-01-21,39,39,BRL,11.34,,16.34,14.09,L0150-01
CMP00598,PRD0150,FOR007,NACIONAL,2025-05-21,,2025-06-15,2025-06-15,44,44,BRL,11.16,,22.04,18.03,L0150-02
CMP00599,PRD0150,FOR007,NACIONAL,2025-10-10,,2025-10-18,2025-10-22,48,48,BRL,11.1,,20.36,11.64,L0150-03
CMP00600,PRD0150,FOR007,NACIONAL,2026-02-16,,2026-03-01,2026-03-01,98,98,BRL,12.06,,64.24,57.38,L0150-04
CMP00601,PRD0151,FOR008,NACIONAL,2025-01-17,,2025-01-24,2025-01-23,20,20,BRL,9.59,,4.73,9.48,L0151-01
CMP00602,PRD0151,FOR008,NACIONAL,2025-05-19,,2025-06-10,2025-06-14,20,20,BRL,10.18,,11.84,4.85,L0151-02
CMP00603,PRD0151,FOR008,NACIONAL,2025-10-03,,2025-10-16,2025-10-17,20,20,BRL,9.91,,6.6,7.96,L0151-03
CMP00604,PRD0151,FOR008,NACIONAL,2026-02-20,,2026-03-04,2026-03-06,42,42,BRL,10.29,,25.53,27.89,L0151-04
CMP00605,PRD0152,FOR009,NACIONAL,2025-01-18,,2025-02-06,2025-02-05,29,29,BRL,11.89,,28.8,8.55,L0152-01
CMP00606,PRD0152,FOR009,NACIONAL,2025-05-24,,2025-06-09,2025-06-12,27,27,BRL,12.7,,11.48,21.84,L0152-02
CMP00607,PRD0152,FOR009,NACIONAL,2025-10-18,,2025-11-12,2025-11-13,25,25,BRL,12.56,,8.55,14.98,L0152-03
CMP00608,PRD0152,FOR009,NACIONAL,2026-02-12,,2026-02-21,2026-02-26,54,54,BRL,12.94,,30.71,31.52,L0152-04
CMP00609,PRD0153,FOR010,NACIONAL,2025-01-04,,2025-01-14,2025-01-17,20,20,BRL,13.45,,12.98,10.48,L0153-01
CMP00610,PRD0153,FOR010,NACIONAL,2025-05-19,,2025-05-27,2025-05-28,20,20,BRL,13.13,,20.17,9.25,L0153-02
CMP00611,PRD0153,FOR010,NACIONAL,2025-10-18,,2025-11-10,2025-11-13,20,20,BRL,13.26,,13.84,14.47,L0153-03
CMP00612,PRD0153,FOR010,NACIONAL,2026-02-11,,2026-02-25,2026-02-28,42,42,BRL,13.44,,41.92,32.37,L0153-04
CMP00613,PRD0154,FOR011,NACIONAL,2025-01-04,,2025-01-15,2025-01-18,29,29,BRL,14.68,,27.75,26.11,L0154-01
CMP00614,PRD0154,FOR011,NACIONAL,2025-05-31,,2025-06-24,2025-06-24,30,30,BRL,14.84,,12.84,9.7,L0154-02
CMP00615,PRD0154,FOR011,NACIONAL,2025-10-03,,2025-10-26,2025-10-27,30,30,BRL,13.93,,9.85,25.51,L0154-03
CMP00616,PRD0154,FOR011,NACIONAL,2026-02-26,,2026-03-06,2026-03-11,60,60,BRL,14.68,,50.84,25.48,L0154-04
CMP00617,PRD0155,FOR012,NACIONAL,2025-01-10,,2025-01-26,2025-01-27,33,33,BRL,13.35,,18.83,10.54,L0155-01
CMP00618,PRD0155,FOR012,NACIONAL,2025-06-02,,2025-06-13,2025-06-11,33,33,BRL,12.2,,30.38,11.68,L0155-02
CMP00619,PRD0155,FOR012,NACIONAL,2025-10-05,,2025-10-30,2025-10-30,34,34,BRL,13.26,,24.06,9.53,L0155-03
CMP00620,PRD0155,FOR012,NACIONAL,2026-02-12,,2026-02-24,2026-02-24,67,67,BRL,12.21,,61.71,43.72,L0155-04
CMP00621,PRD0156,FOR013,NACIONAL,2025-01-21,,2025-02-13,2025-02-18,31,31,BRL,12.52,,28.42,18.65,L0156-01
CMP00622,PRD0156,FOR013,NACIONAL,2025-05-29,,2025-06-17,2025-06-21,27,27,BRL,12.65,,12.42,12.64,L0156-02
CMP00623,PRD0156,FOR013,NACIONAL,2025-09-28,,2025-10-06,2025-10-08,27,27,BRL,12.15,,20.33,13.15,L0156-03
CMP00624,PRD0156,FOR013,NACIONAL,2026-02-17,,2026-03-12,2026-03-13,65,65,BRL,11.64,,34.18,54.24,L0156-04
CMP00625,PRD0157,FOR014,NACIONAL,2025-01-06,,2025-01-31,2025-01-31,34,34,BRL,15.1,,15.67,10.94,L0157-01
CMP00626,PRD0157,FOR014,NACIONAL,2025-06-04,,2025-06-17,2025-06-19,34,34,BRL,15.32,,25.38,19.83,L0157-02
CMP00627,PRD0157,FOR014,NACIONAL,2025-10-01,,2025-10-17,2025-10-19,30,30,BRL,15.54,,24.66,29.44,L0157-03
CMP00628,PRD0157,FOR014,NACIONAL,2026-02-19,,2026-03-03,2026-03-01,71,71,BRL,14.64,,52.75,23.29,L0157-04
CMP00629,PRD0158,FOR015,NACIONAL,2025-01-15,,2025-01-25,2025-01-24,37,37,BRL,13.72,,29.4,23.72,L0158-01
CMP00630,PRD0158,FOR015,NACIONAL,2025-06-05,,2025-06-23,2025-06-25,35,35,BRL,13.6,,16.07,10.37,L0158-02
CMP00631,PRD0158,FOR015,NACIONAL,2025-10-10,,2025-10-29,2025-10-28,36,36,BRL,13.68,,20.15,24.65,L0158-03
CMP00632,PRD0158,FOR015,NACIONAL,2026-03-02,,2026-03-09,2026-03-12,75,75,BRL,13.61,,42.25,43.19,L0158-04
CMP00633,PRD0159,FOR016,NACIONAL,2025-01-03,,2025-01-17,2025-01-17,38,38,BRL,14.33,,20.78,13.52,L0159-01
CMP00634,PRD0159,FOR016,NACIONAL,2025-05-30,,2025-06-20,2025-06-18,33,33,BRL,13.89,,14.0,31.47,L0159-02
CMP00635,PRD0159,FOR016,NACIONAL,2025-10-07,,2025-10-28,2025-11-01,34,34,BRL,13.19,,16.22,14.43,L0159-03
CMP00636,PRD0159,FOR016,NACIONAL,2026-02-13,,2026-03-01,2026-03-02,77,77,BRL,13.56,,85.56,35.85,L0159-04
CMP00637,PRD0160,FOR017,NACIONAL,2025-01-04,,2025-01-27,2025-01-30,25,25,BRL,15.51,,25.87,14.76,L0160-01
CMP00638,PRD0160,FOR017,NACIONAL,2025-05-21,,2025-06-09,2025-06-08,21,21,BRL,15.94,,22.88,19.15,L0160-02
CMP00639,PRD0160,FOR017,NACIONAL,2025-10-18,,2025-11-03,2025-11-06,21,21,BRL,16.08,,11.62,14.59,L0160-03
CMP00640,PRD0160,FOR017,NACIONAL,2026-02-20,,2026-03-11,2026-03-10,44,44,BRL,15.09,,50.68,25.29,L0160-04
CMP00641,PRD0161,FOR018,NACIONAL,2025-01-16,,2025-01-29,2025-01-28,24,24,BRL,6.83,,7.06,7.72,L0161-01
CMP00642,PRD0161,FOR018,NACIONAL,2025-05-30,,2025-06-17,2025-06-17,28,28,BRL,6.49,,7.97,8.94,L0161-02
CMP00643,PRD0161,FOR018,NACIONAL,2025-10-09,,2025-11-01,2025-11-06,27,27,BRL,6.57,,12.59,6.55,L0161-03
CMP00644,PRD0161,FOR018,NACIONAL,2026-03-01,,2026-03-08,2026-03-08,56,56,BRL,7.2,,22.17,17.95,L0161-04
CMP00645,PRD0162,FOR019,NACIONAL,2025-01-10,,2025-01-21,2025-01-26,32,32,BRL,10.66,,15.24,14.95,L0162-01
CMP00646,PRD0162,FOR019,NACIONAL,2025-06-03,,2025-06-21,2025-06-20,27,27,BRL,10.22,,17.29,17.13,L0162-02
CMP00647,PRD0162,FOR019,NACIONAL,2025-10-08,,2025-10-16,2025-10-20,30,30,BRL,10.43,,17.88,7.52,L0162-03
CMP00648,PRD0162,FOR019,NACIONAL,2026-02-12,,2026-03-08,2026-03-06,60,60,BRL,10.49,,47.85,26.25,L0162-04
CMP00649,PRD0163,FOR020,NACIONAL,2025-01-15,,2025-01-22,2025-01-27,30,30,BRL,12.96,,19.19,16.56,L0163-01
CMP00650,PRD0163,FOR020,NACIONAL,2025-05-27,,2025-06-21,2025-06-22,29,29,BRL,11.79,,22.83,12.99,L0163-02
CMP00651,PRD0163,FOR020,NACIONAL,2025-10-11,,2025-10-20,2025-10-24,29,29,BRL,13.07,,21.89,23.71,L0163-03
CMP00652,PRD0163,FOR020,NACIONAL,2026-02-23,,2026-03-10,2026-03-10,60,60,BRL,12.28,,49.42,21.5,L0163-04
CMP00653,PRD0164,FOR021,NACIONAL,2025-01-06,,2025-01-28,2025-02-02,41,41,BRL,7.26,,14.26,17.63,L0164-01
CMP00654,PRD0164,FOR021,NACIONAL,2025-05-17,,2025-06-01,2025-06-06,36,36,BRL,7.48,,16.29,10.05,L0164-02
CMP00655,PRD0164,FOR021,NACIONAL,2025-10-08,,2025-10-25,2025-10-25,35,35,BRL,7.71,,17.86,13.19,L0164-03
CMP00656,PRD0164,FOR021,NACIONAL,2026-02-10,,2026-02-25,2026-02-23,84,84,BRL,7.42,,48.18,18.01,L0164-04
CMP00657,PRD0165,FOR022,NACIONAL,2025-01-02,,2025-01-13,2025-01-12,36,36,BRL,10.26,,9.02,19.34,L0165-01
CMP00658,PRD0165,FOR022,NACIONAL,2025-05-29,,2025-06-06,2025-06-09,37,37,BRL,10.15,,19.3,26.03,L0165-02
CMP00659,PRD0165,FOR022,NACIONAL,2025-10-09,,2025-10-20,2025-10-18,39,39,BRL,10.22,,10.64,25.13,L0165-03
CMP00660,PRD0165,FOR022,NACIONAL,2026-02-19,,2026-03-01,2026-03-01,79,79,BRL,10.8,,49.92,39.51,L0165-04
CMP00661,PRD0166,FOR023,NACIONAL,2025-01-19,,2025-02-09,2025-02-07,20,20,BRL,12.13,,14.73,15.63,L0166-01
CMP00662,PRD0166,FOR023,NACIONAL,2025-05-19,,2025-06-07,2025-06-10,20,20,BRL,12.21,,17.53,11.71,L0166-02
CMP00663,PRD0166,FOR023,NACIONAL,2025-10-06,,2025-10-29,2025-10-28,20,20,BRL,11.45,,9.33,7.74,L0166-03
CMP00664,PRD0166,FOR023,NACIONAL,2026-02-16,,2026-03-10,2026-03-13,42,42,BRL,11.5,,33.36,29.78,L0166-04
CMP00665,PRD0167,FOR024,NACIONAL,2025-01-07,,2025-01-20,2025-01-22,24,24,BRL,6.82,,11.48,9.27,L0167-01
CMP00666,PRD0167,FOR024,NACIONAL,2025-05-18,,2025-06-09,2025-06-13,21,21,BRL,6.96,,8.32,3.94,L0167-02
CMP00667,PRD0167,FOR024,NACIONAL,2025-10-16,,2025-10-28,2025-10-29,24,24,BRL,6.83,,11.49,7.33,L0167-03
CMP00668,PRD0167,FOR024,NACIONAL,2026-02-11,,2026-03-05,2026-03-03,48,48,BRL,7.1,,14.4,11.2,L0167-04
CMP00669,PRD0168,FOR001,NACIONAL,2025-01-10,,2025-01-23,2025-01-27,20,20,BRL,10.71,,5.13,8.14,L0168-01
CMP00670,PRD0168,FOR001,NACIONAL,2025-05-29,,2025-06-10,2025-06-08,20,20,BRL,11.3,,12.92,13.65,L0168-02
CMP00671,PRD0168,FOR001,NACIONAL,2025-10-16,,2025-10-27,2025-10-30,20,20,BRL,11.0,,5.55,9.61,L0168-03
CMP00672,PRD0168,FOR001,NACIONAL,2026-02-22,,2026-03-12,2026-03-16,42,42,BRL,10.99,,11.4,14.12,L0168-04
CMP00673,PRD0169,FOR002,NACIONAL,2025-01-06,,2025-01-15,2025-01-20,21,21,BRL,5.94,,8.68,6.47,L0169-01
CMP00674,PRD0169,FOR002,NACIONAL,2025-05-23,,2025-06-03,2025-06-04,23,23,BRL,6.15,,4.2,4.33,L0169-02
CMP00675,PRD0169,FOR002,NACIONAL,2025-10-17,,2025-11-09,2025-11-14,20,20,BRL,6.18,,3.26,5.99,L0169-03
CMP00676,PRD0169,FOR002,NACIONAL,2026-03-02,,2026-03-20,2026-03-21,44,44,BRL,5.57,,9.87,11.21,L0169-04
CMP00677,PRD0170,FOR003,NACIONAL,2025-01-12,,2025-01-24,2025-01-25,20,20,BRL,11.4,,13.09,10.17,L0170-01
CMP00678,PRD0170,FOR003,NACIONAL,2025-05-17,,2025-05-25,2025-05-23,20,20,BRL,11.91,,10.07,9.55,L0170-02
CMP00679,PRD0170,FOR003,NACIONAL,2025-10-09,,2025-10-19,2025-10-23,20,20,BRL,10.61,,15.26,9.89,L0170-03
CMP00680,PRD0170,FOR003,NACIONAL,2026-02-25,,2026-03-17,2026-03-21,42,42,BRL,11.69,,10.85,12.33,L0170-04
CMP00681,PRD0171,FOR004,NACIONAL,2025-01-19,,2025-02-02,2025-02-05,20,20,BRL,11.67,,5.63,10.1,L0171-01
CMP00682,PRD0171,FOR004,NACIONAL,2025-05-26,,2025-06-13,2025-06-13,20,20,BRL,11.27,,8.72,13.54,L0171-02
CMP00683,PRD0171,FOR004,NACIONAL,2025-10-18,,2025-11-08,2025-11-09,20,20,BRL,11.41,,14.18,4.91,L0171-03
CMP00684,PRD0171,FOR004,NACIONAL,2026-02-19,,2026-03-15,2026-03-14,42,42,BRL,11.42,,29.44,17.67,L0171-04
CMP00685,PRD0172,FOR005,NACIONAL,2025-01-14,,2025-02-02,2025-01-31,20,20,BRL,12.56,,6.09,8.69,L0172-01
CMP00686,PRD0172,FOR005,NACIONAL,2025-05-22,,2025-06-01,2025-06-02,20,20,BRL,12.53,,12.09,8.11,L0172-02
CMP00687,PRD0172,FOR005,NACIONAL,2025-10-13,,2025-10-31,2025-10-30,20,20,BRL,12.72,,15.35,7.17,L0172-03
CMP00688,PRD0172,FOR005,NACIONAL,2026-02-21,,2026-02-28,2026-02-28,42,42,BRL,12.36,,12.99,21.05,L0172-04
CMP00689,PRD0173,FOR006,NACIONAL,2025-01-18,,2025-01-29,2025-02-03,22,22,BRL,7.24,,7.23,7.26,L0173-01
CMP00690,PRD0173,FOR006,NACIONAL,2025-06-02,,2025-06-20,2025-06-19,23,23,BRL,7.63,,5.31,12.26,L0173-02
CMP00691,PRD0173,FOR006,NACIONAL,2025-10-10,,2025-10-23,2025-10-22,23,23,BRL,7.39,,5.24,10.6,L0173-03
CMP00692,PRD0173,FOR006,NACIONAL,2026-02-14,,2026-03-10,2026-03-15,46,46,BRL,7.76,,12.55,23.8,L0173-04
CMP00693,PRD0174,FOR007,NACIONAL,2025-01-08,,2025-01-24,2025-01-22,32,32,BRL,12.24,,21.79,21.29,L0174-01
CMP00694,PRD0174,FOR007,NACIONAL,2025-05-17,,2025-05-30,2025-05-28,32,32,BRL,12.53,,11.97,26.15,L0174-02
CMP00695,PRD0174,FOR007,NACIONAL,2025-10-18,,2025-11-11,2025-11-09,26,26,BRL,12.4,,13.4,13.05,L0174-03
CMP00696,PRD0174,FOR007,NACIONAL,2026-02-10,,2026-02-17,2026-02-21,60,60,BRL,12.22,,23.06,35.76,L0174-04
CMP00697,PRD0175,FOR008,NACIONAL,2025-01-06,,2025-01-14,2025-01-16,20,20,BRL,8.03,,9.01,9.36,L0175-01
CMP00698,PRD0175,FOR008,NACIONAL,2025-06-03,,2025-06-27,2025-06-26,20,20,BRL,7.97,,4.8,9.05,L0175-02
CMP00699,PRD0175,FOR008,NACIONAL,2025-09-28,,2025-10-09,2025-10-11,20,20,BRL,7.84,,6.37,6.29,L0175-03
CMP00700,PRD0175,FOR008,NACIONAL,2026-02-22,,2026-03-02,2026-03-03,42,42,BRL,7.62,,24.18,20.83,L0175-04
CMP00701,PRD0176,FOR009,NACIONAL,2025-01-07,,2025-01-26,2025-01-26,20,20,BRL,11.13,,5.61,10.0,L0176-01
CMP00702,PRD0176,FOR009,NACIONAL,2025-05-19,,2025-05-26,2025-05-25,20,20,BRL,11.39,,17.99,9.64,L0176-02
CMP00703,PRD0176,FOR009,NACIONAL,2025-09-29,,2025-10-20,2025-10-21,20,20,BRL,12.03,,11.66,6.74,L0176-03
CMP00704,PRD0176,FOR009,NACIONAL,2026-02-19,,2026-03-11,2026-03-16,42,42,BRL,11.35,,21.1,15.35,L0176-04
CMP00705,PRD0177,FOR010,NACIONAL,2025-01-11,,2025-02-04,2025-02-04,20,20,BRL,11.77,,8.14,12.02,L0177-01
CMP00706,PRD0177,FOR010,NACIONAL,2025-05-16,,2025-06-06,2025-06-10,20,20,BRL,11.3,,15.15,12.76,L0177-02
CMP00707,PRD0177,FOR010,NACIONAL,2025-10-10,,2025-10-25,2025-10-30,20,20,BRL,11.48,,6.37,6.48,L0177-03
CMP00708,PRD0177,FOR010,NACIONAL,2026-02-19,,2026-03-12,2026-03-10,42,42,BRL,11.68,,31.71,23.07,L0177-04
CMP00709,PRD0178,FOR011,NACIONAL,2025-01-08,,2025-01-17,2025-01-18,20,20,BRL,10.49,,15.41,10.31,L0178-01
CMP00710,PRD0178,FOR011,NACIONAL,2025-06-02,,2025-06-27,2025-06-26,20,20,BRL,9.87,,5.91,9.88,L0178-02
CMP00711,PRD0178,FOR011,NACIONAL,2025-10-03,,2025-10-24,2025-10-28,20,20,BRL,10.08,,14.27,12.68,L0178-03
CMP00712,PRD0178,FOR011,NACIONAL,2026-02-11,,2026-03-02,2026-03-07,42,42,BRL,9.97,,21.05,24.41,L0178-04
CMP00713,PRD0179,FOR012,NACIONAL,2025-01-07,,2025-01-17,2025-01-16,20,20,BRL,5.96,,7.76,6.28,L0179-01
CMP00714,PRD0179,FOR012,NACIONAL,2025-06-05,,2025-06-27,2025-06-30,20,20,BRL,5.69,,6.98,5.32,L0179-02
CMP00715,PRD0179,FOR012,NACIONAL,2025-10-07,,2025-10-25,2025-10-28,20,20,BRL,5.96,,3.19,4.09,L0179-03
CMP00716,PRD0179,FOR012,NACIONAL,2026-02-24,,2026-03-09,2026-03-09,42,42,BRL,5.48,,6.31,6.2,L0179-04
CMP00717,PRD0180,FOR013,NACIONAL,2025-01-19,,2025-02-09,2025-02-13,20,20,BRL,10.18,,16.73,4.84,L0180-01
CMP00718,PRD0180,FOR013,NACIONAL,2025-06-03,,2025-06-28,2025-07-02,20,20,BRL,10.64,,7.47,13.91,L0180-02
CMP00719,PRD0180,FOR013,NACIONAL,2025-10-03,,2025-10-15,2025-10-18,20,20,BRL,10.57,,6.02,9.44,L0180-03
CMP00720,PRD0180,FOR013,NACIONAL,2026-02-22,,2026-03-14,2026-03-16,42,42,BRL,10.33,,25.47,16.22,L0180-04
