compra_id;produto_id;fornecedor_id;origem_fornecedor;data_pedido_compra;data_evento_cambio;data_prevista;data_recebimento;quantidade_pedida;quantidade_recebida;moeda;valor_unitario_moeda;taxa_cambio_interna;frete_compra_brl;impostos_compra_brl;lote;data;ptax_venda;ptax_aproximada_por_data_pedido;taxa_cambio_interna_tratada;taxa_preenchida_com_ptax;spread_cambial_pct
CMP00310;PRD0078;FOR007;NACIONAL;05/06/2025;;30/06/2025;03/07/2025;47;47;BRL;80.53;;151.67;179.76;L0078-02;05/06/2025;55.969;True;;False;
CMP00294;PRD0074;FOR003;NACIONAL;05/06/2025;;26/06/2025;25/06/2025;75;75;BRL;59.99;;341.78;125.97;L0074-02;05/06/2025;55.969;True;;False;
CMP00135;PRD0034;FOR011;NACIONAL;28/09/2025;;19/10/2025;21/10/2025;174;174;BRL;112.27;;673.18;1011.38;L0034-03;26/09/2025;53.445;True;;False;
CMP00623;PRD0156;FOR013;NACIONAL;28/09/2025;;06/10/2025;08/10/2025;27;27;BRL;12.15;;20.33;13.15;L0156-03;26/09/2025;53.445;True;;False;
CMP00395;PRD0099;FOR004;NACIONAL;28/09/2025;;18/10/2025;18/10/2025;43;43;BRL;31.59;;81.09;35.78;L0099-03;26/09/2025;53.445;True;;False;
CMP00391;PRD0098;FOR003;NACIONAL;28/09/2025;;23/10/2025;23/10/2025;47;47;BRL;35.99;;77.79;82.17;L0098-03;26/09/2025;53.445;True;;False;
CMP00699;PRD0175;FOR008;NACIONAL;28/09/2025;;09/10/2025;11/10/2025;20;20;BRL;7.84;;6.37;6.29;L0175-03;26/09/2025;53.445;True;;False;
CMP00575;PRD0144;FOR001;NACIONAL;28/09/2025;;10/10/2025;11/10/2025;28;28;BRL;10.17;;17.94;7.44;L0144-03;26/09/2025;53.445;True;;False;
CMP00271;PRD0068;FOR021;NACIONAL;29/09/2025;;07/10/2025;05/10/2025;63;63;BRL;49.84;;63.23;172.83;L0068-03;29/09/2025;53.229;True;;False;
CMP00703;PRD0176;FOR009;NACIONAL;29/09/2025;;20/10/2025;21/10/2025;20;20;BRL;12.03;;11.66;6.74;L0176-03;29/09/2025;53.229;True;;False;
CMP00383;PRD0096;FOR001;NACIONAL;29/09/2025;;15/10/2025;14/10/2025;39;39;BRL;24.34;;70.95;33.38;L0096-03;29/09/2025;53.229;True;;False;
CMP00539;PRD0135;FOR016;NACIONAL;29/09/2025;;16/10/2025;15/10/2025;30;30;BRL;18.55;;40.58;20.46;L0135-03;29/09/2025;53.229;True;;False;
CMP00467;PRD0117;FOR022;NACIONAL;29/09/2025;;21/10/2025;21/10/2025;39;39;BRL;39.46;;39.31;54.14;L0117-03;29/09/2025;53.229;True;;False;
CMP00319;PRD0080;FOR009;NACIONAL;29/09/2025;;12/10/2025;13/10/2025;65;65;BRL;22.21;;57.53;52.75;L0080-03;29/09/2025;53.229;True;;False;
CMP00483;PRD0121;FOR002;NACIONAL;29/09/2025;;16/10/2025;15/10/2025;34;34;BRL;20.93;;32.06;37.11;L0121-03;29/09/2025;53.229;True;;False;
CMP00387;PRD0097;FOR002;NACIONAL;29/09/2025;;24/10/2025;28/10/2025;38;38;BRL;28.48;;77.18;45.68;L0097-03;29/09/2025;53.229;True;;False;
CMP00551;PRD0138;FOR019;NACIONAL;29/09/2025;;16/10/2025;20/10/2025;28;28;BRL;23.97;;33.09;38.14;L0138-03;29/09/2025;53.229;True;;False;
CMP00563;PRD0141;FOR022;NACIONAL;29/09/2025;;15/10/2025;15/10/2025;21;21;BRL;10.93;;7.62;8.95;L0141-03;29/09/2025;53.229;True;;False;
CMP00195;PRD0049;FOR002;NACIONAL;29/09/2025;;24/10/2025;23/10/2025;112;112;BRL;46.23;;108.42;259.04;L0049-03;29/09/2025;53.229;True;;False;
CMP00407;PRD0102;FOR007;NACIONAL;30/09/2025;;22/10/2025;23/10/2025;37;37;BRL;38.54;;102.05;51.84;L0102-03;30/09/2025;53.186;True;;False;
CMP00287;PRD0072;FOR001;NACIONAL;30/09/2025;;21/10/2025;23/10/2025;61;61;BRL;87.2;;160.42;343.42;L0072-03;30/09/2025;53.186;True;;False;
CMP00327;PRD0082;FOR011;NACIONAL;30/09/2025;;18/10/2025;21/10/2025;40;40;BRL;27.7;;70.2;45.5;L0082-03;30/09/2025;53.186;True;;False;
CMP00307;PRD0077;FOR006;NACIONAL;30/09/2025;;13/10/2025;13/10/2025;59;59;BRL;50.81;;97.2;157.29;L0077-03;30/09/2025;53.186;True;;False;
CMP00315;PRD0079;FOR008;NACIONAL;30/09/2025;;11/10/2025;15/10/2025;59;59;BRL;39.86;;56.14;140.17;L0079-03;30/09/2025;53.186;True;;False;
CMP00547;PRD0137;FOR018;NACIONAL;01/10/2025;;24/10/2025;23/10/2025;30;30;BRL;25.36;;40.49;37.05;L0137-03;01/10/2025;53.208;True;;False;
CMP00595;PRD0149;FOR006;NACIONAL;01/10/2025;;11/10/2025;10/10/2025;36;36;BRL;15.08;;15.96;24.92;L0149-03;01/10/2025;53.208;True;;False;
CMP00499;PRD0125;FOR006;NACIONAL;01/10/2025;;25/10/2025;29/10/2025;37;37;BRL;36.47;;61.84;73.71;L0125-03;01/10/2025;53.208;True;;False;
CMP00207;PRD0052;FOR005;NACIONAL;01/10/2025;;22/10/2025;25/10/2025;103;103;BRL;63.91;;326.39;395.44;L0052-03;01/10/2025;53.208;True;;False;
CMP00627;PRD0157;FOR014;NACIONAL;01/10/2025;;17/10/2025;19/10/2025;30;30;BRL;15.54;;24.66;29.44;L0157-03;01/10/2025;53.208;True;;False;
CMP00491;PRD0123;FOR004;NACIONAL;01/10/2025;;16/10/2025;17/10/2025;34;34;BRL;31.26;;79.24;25.65;L0123-03;01/10/2025;53.208;True;;False;
CMP00331;PRD0083;FOR012;NACIONAL;01/10/2025;;17/10/2025;18/10/2025;59;59;BRL;40.19;;56.8;127.84;L0083-03;01/10/2025;53.208;True;;False;
CMP00159;PRD0040;FOR017;NACIONAL;01/10/2025;;25/10/2025;23/10/2025;140;140;BRL;115.01;;1207.42;401.12;L0040-03;01/10/2025;53.208;True;;False;
CMP00451;PRD0113;FOR018;NACIONAL;02/10/2025;;25/10/2025;29/10/2025;43;43;BRL;44.27;;63.62;109.46;L0113-03;02/10/2025;53.449;True;;False;
CMP00279;PRD0070;FOR023;NACIONAL;02/10/2025;;24/10/2025;26/10/2025;84;84;BRL;76.77;;474.38;137.87;L0070-03;02/10/2025;53.449;True;;False;
CMP00343;PRD0086;FOR015;NACIONAL;02/10/2025;;19/10/2025;24/10/2025;62;62;BRL;33.94;;44.34;60.33;L0086-03;02/10/2025;53.449;True;;False;
CMP00295;PRD0074;FOR003;NACIONAL;02/10/2025;;20/10/2025;18/10/2025;81;81;BRL;57.61;;312.44;170.38;L0074-03;02/10/2025;53.449;True;;False;
CMP00719;PRD0180;FOR013;NACIONAL;03/10/2025;;15/10/2025;18/10/2025;20;20;BRL;10.57;;6.02;9.44;L0180-03;03/10/2025;53.498;True;;False;
CMP00247;PRD0062;FOR015;NACIONAL;03/10/2025;;13/10/2025;12/10/2025;62;62;BRL;64.32;;295.19;195.28;L0062-03;03/10/2025;53.498;True;;False;
CMP00399;PRD0100;FOR005;NACIONAL;03/10/2025;;15/10/2025;19/10/2025;40;40;BRL;29.34;;32.0;26.75;L0100-03;03/10/2025;53.498;True;;False;
CMP00603;PRD0151;FOR008;NACIONAL;03/10/2025;;16/10/2025;17/10/2025;20;20;BRL;9.91;;6.6;7.96;L0151-03;03/10/2025;53.498;True;;False;
CMP00711;PRD0178;FOR011;NACIONAL;03/10/2025;;24/10/2025;28/10/2025;20;20;BRL;10.08;;14.27;12.68;L0178-03;03/10/2025;53.498;True;;False;
CMP00571;PRD0143;FOR024;NACIONAL;03/10/2025;;16/10/2025;18/10/2025;37;37;BRL;13.53;;28.97;26.14;L0143-03;03/10/2025;53.498;True;;False;
CMP00615;PRD0154;FOR011;NACIONAL;03/10/2025;;26/10/2025;27/10/2025;30;30;BRL;13.93;;9.85;25.51;L0154-03;03/10/2025;53.498;True;;False;
CMP00227;PRD0057;FOR010;NACIONAL;04/10/2025;;20/10/2025;21/10/2025;84;84;BRL;77.07;;343.26;408.58;L0057-03;03/10/2025;53.498;True;;False;
CMP00375;PRD0094;FOR023;NACIONAL;04/10/2025;;28/10/2025;31/10/2025;42;42;BRL;32.41;;63.66;80.57;L0094-03;03/10/2025;53.498;True;;False;
CMP00283;PRD0071;FOR024;NACIONAL;04/10/2025;;18/10/2025;17/10/2025;73;73;BRL;66.69;;144.17;250.18;L0071-03;03/10/2025;53.498;True;;False;
CMP00359;PRD0090;FOR019;NACIONAL;04/10/2025;;11/10/2025;12/10/2025;71;71;BRL;25.43;;75.9;61.81;L0090-03;03/10/2025;53.498;True;;False;
CMP00323;PRD0081;FOR010;NACIONAL;04/10/2025;;19/10/2025;19/10/2025;56;56;BRL;35.55;;133.06;147.49;L0081-03;03/10/2025;53.498;True;;False;
CMP00403;PRD0101;FOR006;NACIONAL;04/10/2025;;25/10/2025;23/10/2025;40;40;BRL;39.14;;40.86;33.39;L0101-03;03/10/2025;53.498;True;;False;
CMP00535;PRD0134;FOR015;NACIONAL;04/10/2025;;18/10/2025;16/10/2025;33;33;BRL;21.38;;33.9;23.95;L0134-03;03/10/2025;53.498;True;;False;
CMP00583;PRD0146;FOR003;NACIONAL;04/10/2025;;13/10/2025;15/10/2025;41;41;BRL;10.99;;23.91;20.96;L0146-03;03/10/2025;53.498;True;;False;
CMP00411;PRD0103;FOR008;NACIONAL;04/10/2025;;20/10/2025;24/10/2025;41;41;BRL;40.42;;127.27;75.1;L0103-03;03/10/2025;53.498;True;;False;
CMP00459;PRD0115;FOR020;NACIONAL;04/10/2025;;20/10/2025;20/10/2025;36;36;BRL;34.08;;31.83;45.16;L0115-03;03/10/2025;53.498;True;;False;
CMP00171;PRD0043;FOR020;NACIONAL;05/10/2025;;13/10/2025;14/10/2025;111;111;BRL;47.28;;223.09;180.27;L0043-03;03/10/2025;53.498;True;;False;
CMP00211;PRD0053;FOR006;NACIONAL;05/10/2025;;19/10/2025;19/10/2025;86;86;BRL;70.66;;139.68;153.79;L0053-03;03/10/2025;53.498;True;;False;
CMP00275;PRD0069;FOR022;NACIONAL;05/10/2025;;16/10/2025;21/10/2025;61;61;BRL;50.37;;152.22;154.41;L0069-03;03/10/2025;53.498;True;;False;
CMP00431;PRD0108;FOR013;NACIONAL;05/10/2025;;28/10/2025;02/11/2025;43;43;BRL;43.87;;80.16;111.41;L0108-03;03/10/2025;53.498;True;;False;
CMP00455;PRD0114;FOR019;NACIONAL;05/10/2025;;12/10/2025;17/10/2025;43;43;BRL;19.06;;29.19;31.55;L0114-03;03/10/2025;53.498;True;;False;
CMP00243;PRD0061;FOR014;NACIONAL;05/10/2025;;17/10/2025;15/10/2025;82;82;BRL;64.98;;131.39;324.01;L0061-03;03/10/2025;53.498;True;;False;
CMP00543;PRD0136;FOR017;NACIONAL;05/10/2025;;13/10/2025;13/10/2025;25;25;BRL;40.1;;41.57;37.6;L0136-03;03/10/2025;53.498;True;;False;
CMP00299;PRD0075;FOR004;NACIONAL;05/10/2025;;18/10/2025;20/10/2025;65;65;BRL;81.43;;177.41;201.65;L0075-03;03/10/2025;53.498;True;;False;
CMP00503;PRD0126;FOR007;NACIONAL;05/10/2025;;12/10/2025;15/10/2025;40;40;BRL;32.5;;43.02;72.58;L0126-03;03/10/2025;53.498;True;;False;
CMP00619;PRD0155;FOR012;NACIONAL;05/10/2025;;30/10/2025;30/10/2025;34;34;BRL;13.26;;24.06;9.53;L0155-03;03/10/2025;53.498;True;;False;
CMP00367;PRD0092;FOR021;NACIONAL;06/10/2025;;17/10/2025;16/10/2025;57;57;BRL;27.48;;49.41;80.11;L0092-03;06/10/2025;53.226;True;;False;
CMP00435;PRD0109;FOR014;NACIONAL;06/10/2025;;29/10/2025;01/11/2025;43;43;BRL;35.99;;49.68;49.87;L0109-03;06/10/2025;53.226;True;;False;
CMP00587;PRD0147;FOR004;NACIONAL;06/10/2025;;13/10/2025;13/10/2025;22;22;BRL;7.77;;11.16;10.1;L0147-03;06/10/2025;53.226;True;;False;
CMP00663;PRD0166;FOR023;NACIONAL;06/10/2025;;29/10/2025;28/10/2025;20;20;BRL;11.45;;9.33;7.74;L0166-03;06/10/2025;53.226;True;;False;
CMP00215;PRD0054;FOR007;NACIONAL;06/10/2025;;25/10/2025;26/10/2025;91;91;BRL;93.67;;295.67;572.92;L0054-03;06/10/2025;53.226;True;;False;
CMP00515;PRD0129;FOR010;NACIONAL;07/10/2025;;20/10/2025;23/10/2025;47;47;BRL;33.9;;128.05;46.23;L0129-03;07/10/2025;53.363;True;;False;
CMP00555;PRD0139;FOR020;NACIONAL;07/10/2025;;18/10/2025;17/10/2025;26;26;BRL;41.02;;32.31;51.64;L0139-03;07/10/2025;53.363;True;;False;
CMP00635;PRD0159;FOR016;NACIONAL;07/10/2025;;28/10/2025;01/11/2025;34;34;BRL;13.19;;16.22;14.43;L0159-03;07/10/2025;53.363;True;;False;
CMP00267;PRD0067;FOR020;NACIONAL;07/10/2025;;14/10/2025;14/10/2025;58;58;BRL;58.46;;175.76;145.41;L0067-03;07/10/2025;53.363;True;;False;
CMP00339;PRD0085;FOR014;NACIONAL;07/10/2025;;15/10/2025;15/10/2025;52;52;BRL;25.91;;108.14;72.33;L0085-03;07/10/2025;53.363;True;;False;
CMP00715;PRD0179;FOR012;NACIONAL;07/10/2025;;25/10/2025;28/10/2025;20;20;BRL;5.96;;3.19;4.09;L0179-03;07/10/2025;53.363;True;;False;
CMP00363;PRD0091;FOR020;NACIONAL;07/10/2025;;25/10/2025;28/10/2025;42;42;BRL;46.53;;58.89;94.67;L0091-03;07/10/2025;53.363;True;;False;
CMP00415;PRD0104;FOR009;NACIONAL;08/10/2025;;29/10/2025;02/11/2025;44;44;BRL;33.63;;59.36;97.12;L0104-03;08/10/2025;53.427;True;;False;
CMP00183;PRD0046;FOR023;NACIONAL;08/10/2025;;31/10/2025;01/11/2025;119;119;BRL;53.3;;454.87;156.01;L0046-03;08/10/2025;53.427;True;;False;
CMP00647;PRD0162;FOR019;NACIONAL;08/10/2025;;16/10/2025;20/10/2025;30;30;BRL;10.43;;17.88;7.52;L0162-03;08/10/2025;53.427;True;;False;
CMP00655;PRD0164;FOR021;NACIONAL;08/10/2025;;25/10/2025;25/10/2025;35;35;BRL;7.71;;17.86;13.19;L0164-03;08/10/2025;53.427;True;;False;
CMP00291;PRD0073;FOR002;NACIONAL;08/10/2025;;25/10/2025;23/10/2025;64;64;BRL;58.64;;220.91;178.73;L0073-03;08/10/2025;53.427;True;;False;
CMP00591;PRD0148;FOR005;NACIONAL;09/10/2025;;31/10/2025;02/11/2025;30;30;BRL;6.56;;3.98;9.91;L0148-03;09/10/2025;53.538;True;;False;
CMP00679;PRD0170;FOR003;NACIONAL;09/10/2025;;19/10/2025;23/10/2025;20;20;BRL;10.61;;15.26;9.89;L0170-03;09/10/2025;53.538;True;;False;
CMP00371;PRD0093;FOR022;NACIONAL;09/10/2025;;17/10/2025;21/10/2025;50;50;BRL;34.21;;72.11;73.82;L0093-03;09/10/2025;53.538;True;;False;
CMP00147;PRD0037;FOR014;NACIONAL;09/10/2025;;02/11/2025;05/11/2025;119;119;BRL;95.27;;313.62;360.21;L0037-03;09/10/2025;53.538;True;;False;
CMP00643;PRD0161;FOR018;NACIONAL;09/10/2025;;01/11/2025;06/11/2025;27;27;BRL;6.57;;12.59;6.55;L0161-03;09/10/2025;53.538;True;;False;
CMP00311;PRD0078;FOR007;NACIONAL;09/10/2025;;26/10/2025;31/10/2025;51;51;BRL;82.23;;183.39;88.41;L0078-03;09/10/2025;53.538;True;;False;
CMP00303;PRD0076;FOR005;NACIONAL;09/10/2025;;03/11/2025;03/11/2025;59;59;BRL;85.34;;99.77;297.94;L0076-03;09/10/2025;53.538;True;;False;
CMP00659;PRD0165;FOR022;NACIONAL;09/10/2025;;20/10/2025;18/10/2025;39;39;BRL;10.22;;10.64;25.13;L0165-03;09/10/2025;53.538;True;;False;
CMP00707;PRD0177;FOR010;NACIONAL;10/10/2025;;25/10/2025;30/10/2025;20;20;BRL;11.48;;6.37;6.48;L0177-03;10/10/2025;54.446;True;;False;
CMP00379;PRD0095;FOR024;NACIONAL;10/10/2025;;02/11/2025;04/11/2025;53;53;BRL;20.83;;83.12;57.18;L0095-03;10/10/2025;54.446;True;;False;
CMP00187;PRD0047;FOR024;NACIONAL;10/10/2025;;18/10/2025;20/10/2025;104;104;BRL;76.41;;474.16;204.99;L0047-03;10/10/2025;54.446;True;;False;
CMP00599;PRD0150;FOR007;NACIONAL;10/10/2025;;18/10/2025;22/10/2025;48;48;BRL;11.1;;20.36;11.64;L0150-03;10/10/2025;54.446;True;;False;
CMP00447;PRD0112;FOR017;NACIONAL;10/10/2025;;23/10/2025;22/10/2025;55;55;BRL;42.56;;93.51;160.21;L0112-03;10/10/2025;54.446;True;;False;
CMP00471;PRD0118;FOR023;NACIONAL;10/10/2025;;31/10/2025;03/11/2025;35;35;BRL;28.38;;23.44;25.31;L0118-03;10/10/2025;54.446;True;;False;
CMP00199;PRD0050;FOR003;NACIONAL;10/10/2025;;30/10/2025;28/10/2025;118;118;BRL;85.57;;393.62;279.12;L0050-03;10/10/2025;54.446;True;;False;
CMP00163;PRD0041;FOR018;NACIONAL;10/10/2025;;03/11/2025;02/11/2025;118;118;BRL;94.66;;363.08;744.28;L0041-03;10/10/2025;54.446;True;;False;
CMP00691;PRD0173;FOR006;NACIONAL;10/10/2025;;23/10/2025;22/10/2025;23;23;BRL;7.39;;5.24;10.6;L0173-03;10/10/2025;54.446;True;;False;
CMP00631;PRD0158;FOR015;NACIONAL;10/10/2025;;29/10/2025;28/10/2025;36;36;BRL;13.68;;20.15;24.65;L0158-03;10/10/2025;54.446;True;;False;
CMP00511;PRD0128;FOR009;NACIONAL;10/10/2025;;18/10/2025;21/10/2025;39;39;BRL;30.15;;33.76;76.45;L0128-03;10/10/2025;54.446;True;;False;
CMP00351;PRD0088;FOR017;NACIONAL;11/10/2025;;22/10/2025;26/10/2025;42;42;BRL;25.07;;41.66;28.23;L0088-03;10/10/2025;54.446;True;;False;
CMP00167;PRD0042;FOR019;NACIONAL;11/10/2025;;19/10/2025;18/10/2025;120;120;BRL;110.63;;713.08;814.84;L0042-03;10/10/2025;54.446;True;;False;
CMP00335;PRD0084;FOR013;NACIONAL;11/10/2025;;18/10/2025;20/10/2025;61;61;BRL;28.21;;79.03;54.63;L0084-03;10/10/2025;54.446;True;;False;
CMP00531;PRD0133;FOR014;NACIONAL;11/10/2025;;20/10/2025;25/10/2025;41;41;BRL;21.44;;42.58;46.26;L0133-03;10/10/2025;54.446;True;;False;
CMP00527;PRD0132;FOR013;NACIONAL;11/10/2025;;03/11/2025;02/11/2025;25;25;BRL;34.51;;68.99;44.39;L0132-03;10/10/2025;54.446;True;;False;
CMP00651;PRD0163;FOR020;NACIONAL;11/10/2025;;20/10/2025;24/10/2025;29;29;BRL;13.07;;21.89;23.71;L0163-03;10/10/2025;54.446;True;;False;
CMP00231;PRD0058;FOR011;NACIONAL;12/10/2025;;25/10/2025;29/10/2025;77;77;BRL;40.33;;183.59;214.56;L0058-03;10/10/2025;54.446;True;;False;
CMP00507;PRD0127;FOR008;NACIONAL;12/10/2025;;22/10/2025;25/10/2025;27;27;BRL;32.96;;30.77;26.38;L0127-03;10/10/2025;54.446;True;;False;
CMP00219;PRD0055;FOR008;NACIONAL;12/10/2025;;02/11/2025;05/11/2025;62;62;BRL;37.37;;130.98;132.31;L0055-03;10/10/2025;54.446;True;;False;
CMP00259;PRD0065;FOR018;NACIONAL;12/10/2025;;29/10/2025;28/10/2025;88;88;BRL;74.1;;208.87;232.42;L0065-03;10/10/2025;54.446;True;;False;
CMP00579;PRD0145;FOR002;NACIONAL;12/10/2025;;30/10/2025;04/11/2025;23;23;BRL;8.88;;13.69;8.15;L0145-03;10/10/2025;54.446;True;;False;
CMP00239;PRD0060;FOR013;NACIONAL;13/10/2025;;20/10/2025;19/10/2025;86;86;BRL;45.91;;285.58;210.02;L0060-03;13/10/2025;54.629;True;;False;
CMP00523;PRD0131;FOR012;NACIONAL;13/10/2025;;20/10/2025;19/10/2025;33;33;BRL;26.25;;21.68;56.61;L0131-03;13/10/2025;54.629;True;;False;
CMP00355;PRD0089;FOR018;NACIONAL;13/10/2025;;27/10/2025;31/10/2025;45;45;BRL;45.45;;69.0;42.38;L0089-03;13/10/2025;54.629;True;;False;
CMP00487;PRD0122;FOR003;NACIONAL;13/10/2025;;28/10/2025;31/10/2025;39;39;BRL;43.85;;124.25;32.93;L0122-03;13/10/2025;54.629;True;;False;
CMP00687;PRD0172;FOR005;NACIONAL;13/10/2025;;31/10/2025;30/10/2025;20;20;BRL;12.72;;15.35;7.17;L0172-03;13/10/2025;54.629;True;;False;
CMP00255;PRD0064;FOR017;NACIONAL;13/10/2025;;28/10/2025;26/10/2025;54;54;BRL;43.69;;112.94;69.39;L0064-03;13/10/2025;54.629;True;;False;
CMP00479;PRD0120;FOR001;NACIONAL;13/10/2025;;22/10/2025;25/10/2025;22;22;BRL;31.1;;54.94;33.84;L0120-03;13/10/2025;54.629;True;;False;
CMP00475;PRD0119;FOR024;NACIONAL;14/10/2025;;26/10/2025;30/10/2025;50;50;BRL;30.57;;58.89;64.55;L0119-03;14/10/2025;54.982;True;;False;
CMP00203;PRD0051;FOR004;NACIONAL;14/10/2025;;26/10/2025;24/10/2025;84;84;BRL;71.02;;218.32;321.73;L0051-03;14/10/2025;54.982;True;;False;
CMP00559;PRD0140;FOR021;NACIONAL;14/10/2025;;06/11/2025;07/11/2025;28;28;BRL;31.6;;33.4;45.75;L0140-03;14/10/2025;54.982;True;;False;
CMP00223;PRD0056;FOR009;NACIONAL;14/10/2025;;01/11/2025;03/11/2025;95;95;BRL;64.33;;210.39;217.12;L0056-03;14/10/2025;54.982;True;;False;
CMP00495;PRD0124;FOR005;NACIONAL;14/10/2025;;23/10/2025;28/10/2025;41;41;BRL;24.93;;20.9;41.21;L0124-03;14/10/2025;54.982;True;;False;
CMP00423;PRD0106;FOR011;NACIONAL;14/10/2025;;02/11/2025;02/11/2025;48;48;BRL;30.39;;59.64;74.34;L0106-03;14/10/2025;54.982;True;;False;
CMP00139;PRD0035;FOR012;NACIONAL;14/10/2025;;29/10/2025;02/11/2025;136;136;BRL;101.81;;421.43;726.19;L0035-03;14/10/2025;54.982;True;;False;
CMP00427;PRD0107;FOR012;NACIONAL;15/10/2025;;03/11/2025;04/11/2025;33;33;BRL;37.11;;50.32;31.92;L0107-03;15/10/2025;54.464;True;;False;
CMP00419;PRD0105;FOR010;NACIONAL;15/10/2025;;30/10/2025;30/10/2025;43;43;BRL;30.7;;65.75;40.95;L0105-03;15/10/2025;54.464;True;;False;
CMP00235;PRD0059;FOR012;NACIONAL;15/10/2025;;09/11/2025;11/11/2025;87;87;BRL;84.21;;408.52;176.74;L0059-03;15/10/2025;54.464;True;;False;
CMP00151;PRD0038;FOR015;NACIONAL;15/10/2025;;22/10/2025;22/10/2025;104;104;BRL;126.11;;580.97;842.29;L0038-03;15/10/2025;54.464;True;;False;
CMP00443;PRD0111;FOR016;NACIONAL;16/10/2025;;10/11/2025;09/11/2025;37;37;BRL;36.63;;65.31;47.22;L0111-03;16/10/2025;54.354;True;;False;
CMP00179;PRD0045;FOR022;NACIONAL;16/10/2025;;23/10/2025;27/10/2025;95;95;BRL;67.52;;167.25;439.88;L0045-03;16/10/2025;54.354;True;;False;
CMP00191;PRD0048;FOR001;NACIONAL;16/10/2025;;07/11/2025;12/11/2025;111;111;BRL;46.02;;362.96;159.79;L0048-03;16/10/2025;54.354;True;;False;
CMP00667;PRD0167;FOR024;NACIONAL;16/10/2025;;28/10/2025;29/10/2025;24;24;BRL;6.83;;11.49;7.33;L0167-03;16/10/2025;54.354;True;;False;
CMP00671;PRD0168;FOR001;NACIONAL;16/10/2025;;27/10/2025;30/10/2025;20;20;BRL;11.0;;5.55;9.61;L0168-03;16/10/2025;54.354;True;;False;
CMP00143;PRD0036;FOR013;NACIONAL;16/10/2025;;07/11/2025;10/11/2025;123;123;BRL;61.78;;583.01;321.89;L0036-03;16/10/2025;54.354;True;;False;
CMP00567;PRD0142;FOR023;NACIONAL;17/10/2025;;03/11/2025;01/11/2025;42;42;BRL;6.47;;17.76;7.93;L0142-03;17/10/2025;5.439;True;;False;
CMP00131;PRD0033;FOR010;NACIONAL;17/10/2025;;26/10/2025;27/10/2025;144;144;BRL;118.05;;368.68;910.61;L0033-03;17/10/2025;5.439;True;;False;
CMP00347;PRD0087;FOR016;NACIONAL;17/10/2025;;25/10/2025;26/10/2025;54;54;BRL;24.59;;77.48;57.85;L0087-03;17/10/2025;5.439;True;;False;
CMP00175;PRD0044;FOR021;NACIONAL;17/10/2025;;25/10/2025;27/10/2025;108;108;BRL;41.38;;170.75;154.49;L0044-03;17/10/2025;5.439;True;;False;
CMP00675;PRD0169;FOR002;NACIONAL;17/10/2025;;09/11/2025;14/11/2025;20;20;BRL;6.18;;3.26;5.99;L0169-03;17/10/2025;5.439;True;;False;
CMP00155;PRD0039;FOR016;NACIONAL;17/10/2025;;28/10/2025;29/10/2025;138;138;BRL;68.06;;586.1;362.48;L0039-03;17/10/2025;5.439;True;;False;
CMP00439;PRD0110;FOR015;NACIONAL;17/10/2025;;08/11/2025;07/11/2025;36;36;BRL;31.58;;59.45;32.73;L0110-03;17/10/2025;5.439;True;;False;
CMP00251;PRD0063;FOR016;NACIONAL;17/10/2025;;07/11/2025;07/11/2025;78;78;BRL;85.54;;373.55;165.22;L0063-03;17/10/2025;5.439;True;;False;
CMP00695;PRD0174;FOR007;NACIONAL;18/10/2025;;11/11/2025;09/11/2025;26;26;BRL;12.4;;13.4;13.05;L0174-03;17/10/2025;5.439;True;;False;
CMP00607;PRD0152;FOR009;NACIONAL;18/10/2025;;12/11/2025;13/11/2025;25;25;BRL;12.56;;8.55;14.98;L0152-03;17/10/2025;5.439;True;;False;
CMP00519;PRD0130;FOR011;NACIONAL;18/10/2025;;12/11/2025;16/11/2025;29;29;BRL;33.84;;40.78;53.34;L0130-03;17/10/2025;5.439;True;;False;
CMP00611;PRD0153;FOR010;NACIONAL;18/10/2025;;10/11/2025;13/11/2025;20;20;BRL;13.26;;13.84;14.47;L0153-03;17/10/2025;5.439;True;;False;
CMP00683;PRD0171;FOR004;NACIONAL;18/10/2025;;08/11/2025;09/11/2025;20;20;BRL;11.41;;14.18;4.91;L0171-03;17/10/2025;5.439;True;;False;
CMP00263;PRD0066;FOR019;NACIONAL;18/10/2025;;25/10/2025;29/10/2025;78;78;BRL;74.4;;399.26;195.3;L0066-03;17/10/2025;5.439;True;;False;
CMP00463;PRD0116;FOR021;NACIONAL;18/10/2025;;05/11/2025;06/11/2025;36;36;BRL;37.4;;35.89;62.9;L0116-03;17/10/2025;5.439;True;;False;
CMP00639;PRD0160;FOR017;NACIONAL;18/10/2025;;03/11/2025;06/11/2025;21;21;BRL;16.08;;11.62;14.59;L0160-03;17/10/2025;5.439;True;;False;
CMP00656;PRD0164;FOR021;NACIONAL;10/02/2026;;25/02/2026;23/02/2026;84;84;BRL;7.42;;48.18;18.01;L0164-04;10/02/2026;52.021;True;;False;
CMP00464;PRD0116;FOR021;NACIONAL;10/02/2026;;22/02/2026;26/02/2026;86;86;BRL;37.33;;197.89;160.45;L0116-04;10/02/2026;52.021;True;;False;
CMP00524;PRD0131;FOR012;NACIONAL;10/02/2026;;25/02/2026;02/03/2026;67;67;BRL;25.93;;134.22;66.68;L0131-04;10/02/2026;52.021;True;;False;
