data,campanha_id,campanha,plataforma,tipo_campanha,investimento,impressoes,cliques,sessoes,pedidos_atribuidos,novos_clientes_atribuidos,receita_atribuida
2026-05-25,INF-202605,Influencer 05/2026,Creators,INFLUENCER,437.17,7913,193,172,4,2,1881.29
2026-05-27,INF-202605,Influencer 05/2026,Creators,INFLUENCER,437.17,5676,172,136,4,2,1881.29
2026-05-28,INF-202605,Influencer 05/2026,Creators,INFLUENCER,437.17,2250,125,114,4,2,1881.29
2026-05-29,INF-202605,Influencer 05/2026,Creators,INFLUENCER,437.12,2822,166,151,18,15,1881.26
2026-06-01,SEA-202606,Search 06/2026,Google Ads,SEARCH,180.0,1430,55,48,8,1,2300.53
2026-06-02,SEA-202606,Search 06/2026,Google Ads,SEARCH,180.0,1560,52,41,8,1,2300.53
2026-06-03,SEA-202606,Search 06/2026,Google Ads,SEARCH,180.0,2226,53,41,8,1,2300.53
2026-06-08,SEA-202606,Search 06/2026,Google Ads,SEARCH,180.0,1564,92,81,8,1,2300.53
2026-06-09,SEA-202606,Search 06/2026,Google Ads,SEARCH,180.0,1421,49,38,8,1,2300.53
2026-06-10,SEA-202606,Search 06/2026,Google Ads,SEARCH,180.0,2183,59,51,8,1,2300.53
2026-06-11,SEA-202606,Search 06/2026,Google Ads,SEARCH,180.0,2788,82,67,8,1,2300.53
2026-06-15,SEA-202606,Search 06/2026,Google Ads,SEARCH,180.0,1620,54,49,8,1,2300.53
2026-06-16,SEA-202606,Search 06/2026,Google Ads,SEARCH,180.0,1794,69,54,8,1,2300.53
2026-06-18,SEA-202606,Search 06/2026,Google Ads,SEARCH,180.0,3240,120,100,8,1,2300.53
2026-06-22,SEA-202606,Search 06/2026,Google Ads,SEARCH,180.0,1020,68,59,8,1,2300.53
2026-06-23,SEA-202606,Search 06/2026,Google Ads,SEARCH,180.0,2996,107,90,8,1,2300.53
2026-06-24,SEA-202606,Search 06/2026,Google Ads,SEARCH,180.0,1150,50,40,8,1,2300.53
2026-06-25,SEA-202606,Search 06/2026,Google Ads,SEARCH,180.0,1764,84,73,8,1,2300.53
2026-06-29,SEA-202606,Search 06/2026,Google Ads,SEARCH,180.0,2460,60,52,10,10,2300.52
2026-06-03,SOC-202606,Social 06/2026,Meta Ads,SOCIAL,228.17,5031,117,99,9,2,3312.43
2026-06-05,SOC-202606,Social 06/2026,Meta Ads,SOCIAL,228.17,4326,103,90,9,2,3312.43
2026-06-09,SOC-202606,Social 06/2026,Meta Ads,SOCIAL,228.17,2728,62,49,9,2,3312.43
2026-06-10,SOC-202606,Social 06/2026,Meta Ads,SOCIAL,228.17,5418,129,109,9,2,3312.43
2026-06-11,SOC-202606,Social 06/2026,Meta Ads,SOCIAL,228.17,5043,123,98,9,2,3312.43
2026-06-12,SOC-202606,Social 06/2026,Meta Ads,SOCIAL,228.17,3008,94,77,9,2,3312.43
2026-06-16,SOC-202606,Social 06/2026,Meta Ads,SOCIAL,228.17,2070,69,59,9,2,3312.43
2026-06-18,SOC-202606,Social 06/2026,Meta Ads,SOCIAL,228.17,3048,127,102,9,2,3312.43
2026-06-19,SOC-202606,Social 06/2026,Meta Ads,SOCIAL,228.17,2686,158,140,9,2,3312.43
2026-06-22,SOC-202606,Social 06/2026,Meta Ads,SOCIAL,228.17,2788,82,68,9,2,3312.43
2026-06-23,SOC-202606,Social 06/2026,Meta Ads,SOCIAL,228.17,2464,77,64,9,2,3312.43
2026-06-24,SOC-202606,Social 06/2026,Meta Ads,SOCIAL,228.17,1953,63,54,9,2,3312.43
2026-06-25,SOC-202606,Social 06/2026,Meta Ads,SOCIAL,228.17,2175,87,69,9,2,3312.43
2026-06-26,SOC-202606,Social 06/2026,Meta Ads,SOCIAL,228.17,3239,79,71,9,2,3312.43
2026-06-29,SOC-202606,Social 06/2026,Meta Ads,SOCIAL,228.12,2520,90,82,14,9,3312.39
2026-06-01,INF-202606,Influencer 06/2026,Creators,INFLUENCER,183.0,2128,76,69,3,1,981.17
2026-06-02,INF-202606,Influencer 06/2026,Creators,INFLUENCER,183.0,2904,66,57,3,1,981.17
2026-06-03,INF-202606,Influencer 06/2026,Creators,INFLUENCER,183.0,1520,80,66,3,1,981.17
2026-06-04,INF-202606,Influencer 06/2026,Creators,INFLUENCER,183.0,2240,56,45,3,1,981.17
2026-06-05,INF-202606,Influencer 06/2026,Creators,INFLUENCER,183.0,4000,125,110,3,1,981.17
2026-06-08,INF-202606,Influencer 06/2026,Creators,INFLUENCER,183.0,1974,94,79,3,1,981.17
2026-06-12,INF-202606,Influencer 06/2026,Creators,INFLUENCER,183.0,1265,55,47,3,1,981.17
2026-06-15,INF-202606,Influencer 06/2026,Creators,INFLUENCER,183.0,2322,86,74,3,1,981.17
2026-06-17,INF-202606,Influencer 06/2026,Creators,INFLUENCER,183.0,1850,50,41,3,1,981.17
2026-06-18,INF-202606,Influencer 06/2026,Creators,INFLUENCER,183.0,3175,127,102,3,1,981.17
2026-06-19,INF-202606,Influencer 06/2026,Creators,INFLUENCER,183.0,900,50,43,3,1,981.17
2026-06-22,INF-202606,Influencer 06/2026,Creators,INFLUENCER,183.0,2040,120,101,3,1,981.17
2026-06-23,INF-202606,Influencer 06/2026,Creators,INFLUENCER,183.0,1782,81,71,3,1,981.17
2026-06-25,INF-202606,Influencer 06/2026,Creators,INFLUENCER,183.0,1900,95,76,3,1,981.17
2026-06-29,INF-202606,Influencer 06/2026,Creators,INFLUENCER,183.0,4403,119,97,9,4,981.13
