pedido_id,produto_id,quantidade,preco_unitario_bruto,desconto_item,custo_unitario_historico,quantidade_cancelada
PED012727,PRD0014,2,143.62,48.97,81.21,0
PED012727,PRD0006,4,139.56,84.58,81.65,0
PED012728,PRD0109,1,89.93,14.53,40.83,0
PED012728,PRD0001,1,97.93,20.36,57.69,0
PED012728,PRD0014,2,149.05,40.92,78.54,0
PED012728,PRD0108,1,104.19,19.0,49.97,0
PED012729,PRD0021,1,127.25,22.42,73.49,0
PED012729,PRD0145,2,17.21,4.99,10.7,0
PED012729,PRD0018,1,91.75,12.87,56.91,0
PED012729,PRD0071,1,126.42,23.0,83.6,0
PED012730,PRD0006,1,152.05,32.82,83.72,0
PED012731,PRD0086,1,86.15,18.82,39.93,0
PED012732,PRD0095,1,45.67,7.16,23.4,0
PED012732,PRD0005,3,157.43,79.23,100.11,0
PED012732,PRD0004,1,143.78,20.69,88.87,0
PED012733,PRD0138,1,43.72,7.19,28.76,0
PED012733,PRD0013,1,201.49,25.74,113.87,0
PED012733,PRD0003,1,163.63,22.42,96.86,0
PED012734,PRD0141,1,21.54,3.49,13.71,0
PED012734,PRD0002,2,137.01,41.99,74.26,0
PED012734,PRD0019,1,206.21,28.02,115.35,0
PED012735,PRD0074,1,111.1,13.12,65.87,0
PED012735,PRD0018,1,94.31,11.43,60.82,0
PED012736,PRD0047,1,153.67,18.94,86.72,0
PED012736,PRD0001,2,94.39,26.21,56.25,0
PED012737,PRD0167,3,12.03,6.88,8.23,0
PED012737,PRD0142,1,11.87,2.39,8.31,0
PED012737,PRD0073,1,101.99,21.35,71.4,0
PED012738,PRD0001,2,96.55,35.72,56.9,0
PED012739,PRD0001,1,95.4,12.57,58.1,0
PED012740,PRD0002,1,124.84,22.0,72.5,0
PED012740,PRD0001,2,94.54,31.39,57.94,0
PED012740,PRD0087,4,58.3,31.94,29.52,0
PED012741,PRD0092,1,69.46,14.07,33.86,0
PED012741,PRD0027,1,205.19,35.89,128.75,0
PED012742,PRD0002,1,136.34,24.29,75.39,0
PED012742,PRD0005,1,153.23,29.31,98.99,0
PED012742,PRD0006,1,140.58,29.92,83.77,0
PED012743,PRD0002,6,127.77,153.38,77.12,0
PED012744,PRD0002,2,133.69,36.04,74.53,0
PED012745,PRD0078,1,148.74,15.94,98.22,0
PED012746,PRD0016,1,157.1,27.39,85.47,0
PED012747,PRD0109,1,91.83,12.95,41.95,0
PED012747,PRD0002,2,129.24,36.12,73.42,0
PED012748,PRD0096,1,53.19,6.83,28.88,0
PED012748,PRD0002,1,137.34,24.45,74.57,0
PED012748,PRD0001,1,94.48,18.58,58.15,0
PED012748,PRD0015,1,198.66,38.09,124.73,0
PED012749,PRD0002,1,128.95,14.55,77.21,0
PED012749,PRD0018,1,95.27,13.27,60.41,0
PED012749,PRD0005,1,155.35,23.34,100.93,0
PED012749,PRD0023,1,237.49,38.45,137.6,0
PED012750,PRD0037,1,164.73,18.97,106.13,0
PED012750,PRD0001,1,98.93,15.42,57.82,0
PED012750,PRD0003,1,163.41,18.04,99.96,0
PED012751,PRD0039,1,132.04,23.59,84.0,0
PED012752,PRD0045,1,120.55,15.58,79.02,0
PED012752,PRD0077,1,93.86,11.63,61.36,0
PED012753,PRD0097,1,67.48,11.95,32.75,0
PED012753,PRD0001,2,90.72,33.17,56.6,0
PED012754,PRD0002,1,124.33,24.71,74.19,0
PED012754,PRD0010,1,135.62,27.65,81.14,0
PED012754,PRD0003,2,153.35,46.05,98.7,0
PED012755,PRD0103,1,96.65,15.85,50.49,0
PED012755,PRD0013,1,192.59,35.93,117.22,0
PED012755,PRD0009,1,167.32,30.72,98.07,0
PED012756,PRD0003,1,172.78,19.03,97.18,0
PED012757,PRD0052,1,124.04,23.5,80.05,0
PED012757,PRD0006,1,156.52,23.62,83.22,0
PED012758,PRD0085,1,65.46,7.33,32.02,0
PED012759,PRD0002,1,138.17,18.43,71.97,0
PED012759,PRD0097,1,67.73,9.79,32.19,0
PED012759,PRD0004,1,144.57,19.26,83.85,0
PED012760,PRD0016,4,148.1,94.62,88.2,0
PED012760,PRD0002,2,127.74,57.02,75.82,0
PED012760,PRD0004,1,157.98,26.54,85.13,0
PED012761,PRD0016,1,151.28,23.35,87.01,0
PED012761,PRD0001,1,103.74,13.29,60.21,0
PED012761,PRD0005,1,166.73,24.37,99.53,0
PED012761,PRD0042,1,202.3,31.26,140.78,0
PED012762,PRD0008,1,177.89,22.7,111.85,0
PED012762,PRD0004,1,154.5,22.67,86.5,0
PED012763,PRD0069,1,99.73,18.35,59.11,0
PED012763,PRD0001,1,96.07,13.85,56.61,0
PED012763,PRD0005,1,158.96,22.3,97.39,0
PED012764,PRD0053,5,126.04,106.38,81.68,0
PED012764,PRD0046,2,107.32,25.66,65.78,0
PED012764,PRD0003,1,160.01,25.46,92.84,0
PED012764,PRD0061,1,119.93,19.04,79.31,0
PED012765,PRD0169,3,10.19,4.7,6.95,0
PED012765,PRD0051,2,142.43,53.01,81.55,0
PED012765,PRD0002,1,128.39,17.12,76.44,0
PED012766,PRD0004,1,143.92,25.5,86.01,0
PED012766,PRD0001,1,93.73,20.11,57.82,0
PED012766,PRD0008,1,193.61,32.13,112.58,0
PED012767,PRD0019,1,194.18,34.44,114.23,0
PED012768,PRD0015,1,191.12,33.47,122.44,0
PED012768,PRD0030,1,160.1,26.47,100.08,0
PED012769,PRD0045,2,120.95,41.36,77.2,0
PED012769,PRD0007,1,107.74,17.42,61.62,0
PED012770,PRD0174,1,20.17,2.32,14.5,0
PED012770,PRD0005,1,165.6,17.07,103.02,0
PED012770,PRD0076,2,162.23,44.11,97.76,0
PED012771,PRD0053,1,125.86,23.95,78.5,0
PED012771,PRD0002,4,127.68,100.71,71.77,0
PED012772,PRD0001,1,94.14,11.68,57.67,0
PED012772,PRD0036,1,112.18,18.24,74.19,0
PED012773,PRD0009,2,164.7,56.71,98.8,0
PED012773,PRD0003,1,164.03,27.35,96.02,0
PED012774,PRD0002,1,133.16,18.72,75.09,0
PED012775,PRD0005,1,173.41,29.35,98.54,0
PED012776,PRD0072,1,167.95,23.49,107.49,0
PED012776,PRD0001,1,97.29,16.92,57.68,0
PED012776,PRD0009,1,166.31,27.41,98.31,0
PED012777,PRD0004,2,145.47,45.16,84.2,0
PED012778,PRD0011,2,123.26,44.18,65.86,0
PED012778,PRD0004,1,146.39,19.99,82.95,0
PED012778,PRD0029,1,161.54,25.25,91.79,0
PED012779,PRD0035,1,194.04,26.68,115.61,0
PED012780,PRD0001,4,97.2,44.42,59.2,0
PED012780,PRD0010,1,129.68,17.0,79.49,0
PED012780,PRD0007,5,116.3,83.83,61.63,0
PED012781,PRD0036,1,120.06,17.52,72.54,0
PED012782,PRD0097,1,65.17,11.18,33.04,0
PED012782,PRD0004,1,156.65,21.42,86.29,0
PED012782,PRD0006,1,156.61,21.79,80.93,0
PED012783,PRD0017,3,228.98,72.5,122.43,0
PED012783,PRD0005,1,153.64,24.88,99.2,0
PED012783,PRD0007,1,108.81,12.12,59.94,0
PED012784,PRD0008,1,173.99,36.48,107.59,0
PED012784,PRD0004,1,156.22,32.56,83.07,0
PED012784,PRD0003,2,165.2,48.7,93.52,0
PED012785,PRD0089,1,99.32,20.36,50.21,0
PED012785,PRD0061,1,122.94,27.65,77.91,0
PED012786,PRD0035,1,186.72,39.78,113.17,0
PED012786,PRD0002,1,137.91,25.38,74.23,0
PED012786,PRD0009,1,167.6,28.02,99.07,0
PED012787,PRD0018,3,91.1,58.51,58.82,0
PED012787,PRD0027,1,229.81,40.97,135.19,0
PED012788,PRD0002,4,133.24,81.4,75.92,0
PED012788,PRD0001,1,95.23,15.95,59.04,0
PED012788,PRD0003,1,173.81,27.35,97.4,0
PED012789,PRD0001,2,100.19,41.44,56.92,0
PED012790,PRD0011,1,115.24,22.18,64.89,0
PED012790,PRD0010,1,142.36,34.6,80.15,0
PED012790,PRD0019,1,221.65,45.49,117.88,0
PED012791,PRD0001,1,97.1,13.41,59.52,0
PED012791,PRD0006,1,144.93,21.76,81.82,0
PED012792,PRD0010,2,137.94,52.51,80.98,0
PED012793,PRD0002,1,135.16,17.42,75.09,0
PED012793,PRD0009,4,160.02,85.47,100.4,0
PED012793,PRD0007,5,111.26,86.81,61.3,0
PED012794,PRD0001,3,95.17,39.43,58.25,0
PED012794,PRD0029,1,161.72,22.9,96.37,0
PED012795,PRD0098,1,81.79,18.9,40.71,0
PED012795,PRD0001,1,97.33,20.29,56.59,0
PED012795,PRD0014,1,155.08,35.89,80.68,0
PED012796,PRD0036,1,111.37,12.71,71.4,0
PED012796,PRD0015,3,197.94,67.18,123.73,0
PED012796,PRD0012,1,199.95,25.73,112.63,0
PED012797,PRD0129,1,62.0,6.58,41.98,0
PED012797,PRD0011,1,123.89,17.27,63.21,0
PED012797,PRD0004,2,155.77,39.07,86.28,0
PED012798,PRD0023,1,232.94,49.15,130.64,0
PED012798,PRD0001,2,92.04,32.6,57.22,0
PED012799,PRD0046,1,104.05,19.15,64.7,0
PED012799,PRD0004,1,146.03,20.09,86.61,0
PED012800,PRD0010,1,137.4,30.09,80.11,0
PED012801,PRD0016,1,146.21,23.76,86.28,0
PED012801,PRD0004,1,139.79,24.72,85.63,0
PED012802,PRD0008,1,183.35,28.69,110.08,0
PED012802,PRD0013,1,206.74,26.35,119.05,0
PED012803,PRD0001,1,97.26,14.54,58.69,0
PED012803,PRD0009,1,158.94,24.85,102.16,0
PED012804,PRD0031,1,190.44,35.68,102.09,0
PED012804,PRD0002,2,134.41,50.83,75.06,0
PED012805,PRD0004,1,151.03,24.36,88.81,0
PED012805,PRD0006,1,145.85,21.76,85.9,0
PED012806,PRD0002,1,136.64,21.4,75.12,0
PED012806,PRD0098,1,90.28,18.17,41.05,0
PED012806,PRD0043,1,85.79,14.07,56.15,0
PED012807,PRD0001,1,97.24,17.82,58.75,0
PED012807,PRD0011,1,124.42,21.57,64.24,0
PED012807,PRD0003,1,162.31,35.54,94.64,0
PED012808,PRD0001,1,103.24,16.03,58.84,0
PED012808,PRD0005,5,167.03,150.44,101.59,0
PED012808,PRD0040,1,217.25,31.29,142.01,0
PED012809,PRD0123,1,58.61,6.08,36.29,0
PED012810,PRD0002,2,135.92,49.36,75.36,0
PED012810,PRD0012,1,213.43,38.99,109.36,0
PED012811,PRD0089,1,96.93,9.87,49.78,0
PED012812,PRD0001,1,102.17,20.47,58.59,0
PED012812,PRD0118,1,49.93,9.92,32.84,0
PED012812,PRD0005,2,156.92,55.1,99.83,0
PED012813,PRD0005,1,160.81,25.18,101.09,0
PED012813,PRD0003,1,155.49,31.52,97.32,0
PED012814,PRD0060,1,88.03,12.7,52.12,0
PED012815,PRD0025,1,151.23,25.33,85.61,0
PED012815,PRD0010,1,132.32,19.05,80.68,0
PED012815,PRD0005,1,169.6,27.27,97.96,0
PED012815,PRD0006,1,146.55,22.6,84.65,0
PED012816,PRD0020,1,122.68,18.55,74.05,0
PED012816,PRD0029,1,157.66,28.46,94.03,0
PED012816,PRD0006,1,154.13,25.8,80.22,0
PED012817,PRD0021,1,0.0,0.0,0.0,1
PED012818,PRD0074,1,108.44,13.75,66.15,0
PED012818,PRD0001,4,101.49,65.66,57.91,0
PED012818,PRD0005,1,172.14,21.29,99.74,0
PED012819,PRD0158,1,22.75,3.04,15.29,0
PED012819,PRD0002,1,136.77,20.75,75.54,0
PED012819,PRD0001,3,102.26,49.07,57.81,0
PED012819,PRD0053,1,130.63,17.29,79.63,0
PED012820,PRD0020,1,127.55,13.63,74.79,0
PED012820,PRD0038,1,233.33,26.52,151.09,0
PED012820,PRD0005,1,173.96,24.77,98.57,0
PED012821,PRD0006,1,157.29,18.38,82.5,0
PED012822,PRD0023,1,0.0,0.0,0.0,1
PED012822,PRD0058,4,0.0,0.0,0.0,4
PED012823,PRD0002,1,137.28,24.43,75.13,0
PED012824,PRD0008,1,190.57,39.58,108.51,0
PED012825,PRD0049,1,83.36,16.09,51.18,0
PED012825,PRD0003,2,162.62,56.71,94.29,0
PED012826,PRD0005,1,164.03,34.48,97.48,0
PED012827,PRD0002,1,126.86,21.77,74.08,0
PED012827,PRD0001,1,99.25,14.55,55.99,0
PED012827,PRD0015,1,202.3,34.64,123.71,0
PED012828,PRD0016,1,145.23,23.38,90.22,0
PED012828,PRD0001,1,91.87,11.44,58.92,0
PED012828,PRD0004,1,158.1,22.37,88.68,0
PED012829,PRD0004,2,144.21,52.81,83.15,0
PED012829,PRD0001,1,92.64,16.06,56.82,0
PED012829,PRD0027,1,205.73,45.48,127.89,0
PED012829,PRD0006,1,138.91,29.18,79.82,0
PED012830,PRD0131,1,45.55,8.64,30.51,0
PED012831,PRD0020,3,125.7,59.64,74.27,0
PED012831,PRD0003,1,156.95,29.15,96.94,0
PED012832,PRD0016,1,157.67,18.69,88.53,0
PED012833,PRD0024,2,102.16,27.95,58.75,0
PED012833,PRD0139,3,65.11,36.71,45.83,0
PED012833,PRD0083,1,94.58,18.92,51.09,0
PED012833,PRD0002,1,122.75,16.17,72.29,0
PED012834,PRD0025,1,135.11,18.68,79.43,0
PED012834,PRD0030,2,165.34,57.93,100.84,0
PED012835,PRD0005,1,171.92,33.79,96.88,0
PED012835,PRD0078,2,157.69,64.83,98.78,0
PED012835,PRD0012,1,200.34,35.02,108.17,0
PED012836,PRD0001,2,0.0,0.0,0.0,2
PED012836,PRD0033,1,0.0,0.0,0.0,1
PED012837,PRD0002,1,125.03,27.65,75.15,0
PED012838,PRD0001,5,99.47,81.49,59.46,0
PED012838,PRD0019,3,196.8,98.34,119.6,0
PED012839,PRD0002,1,125.57,20.6,73.39,0
PED012839,PRD0064,1,77.8,16.12,52.94,0
PED012840,PRD0002,1,139.01,30.59,73.29,0
PED012840,PRD0003,1,162.03,31.36,96.85,0
PED012840,PRD0024,4,111.97,82.49,61.11,0
PED012840,PRD0005,1,165.26,31.38,101.33,0
PED012840,PRD0001,2,91.76,33.7,57.46,0
PED012841,PRD0002,1,132.83,18.39,76.59,0
PED012841,PRD0123,1,63.49,9.49,37.7,0
PED012842,PRD0022,3,110.69,48.22,71.13,0
PED012842,PRD0004,1,153.99,22.19,86.03,0
PED012842,PRD0006,1,150.85,25.74,83.74,0
PED012843,PRD0035,1,189.89,33.24,117.15,0
PED012843,PRD0007,1,112.12,21.46,61.22,0
PED012844,PRD0001,1,99.18,15.59,58.82,0
PED012845,PRD0009,1,0.0,0.0,0.0,1
PED012845,PRD0145,1,0.0,0.0,0.0,1
PED012846,PRD0053,1,134.71,20.06,78.21,0
PED012846,PRD0001,1,96.67,17.42,56.44,0
PED012846,PRD0021,2,126.83,38.78,72.1,0
PED012846,PRD0048,1,88.33,16.52,52.93,0
PED012847,PRD0003,2,156.27,59.28,95.75,0
PED012847,PRD0029,1,163.23,25.13,96.32,0
PED012848,PRD0036,1,117.65,19.01,75.06,0
PED012848,PRD0006,2,154.33,44.32,82.7,0
PED012849,PRD0002,1,133.53,19.55,76.09,0
PED012849,PRD0005,1,163.03,31.85,101.54,0
PED012849,PRD0116,1,60.28,11.79,43.49,0
PED012849,PRD0075,1,154.5,25.61,92.2,0
PED012849,PRD0067,1,115.12,19.66,65.6,0
PED012850,PRD0024,1,0.0,0.0,0.0,1
PED012850,PRD0075,1,0.0,0.0,0.0,1
PED012851,PRD0016,1,144.4,17.73,87.62,0
PED012851,PRD0131,1,50.59,7.04,29.92,0
PED012852,PRD0038,1,209.59,31.86,144.34,0
PED012853,PRD0003,1,168.33,22.21,98.11,0
PED012853,PRD0131,1,50.72,7.68,30.24,0
PED012853,PRD0006,1,150.5,17.45,84.47,0
PED012854,PRD0019,2,203.28,72.16,118.07,0
PED012855,PRD0155,1,24.95,3.31,15.53,0
PED012855,PRD0014,1,151.2,16.33,79.0,0
PED012855,PRD0004,1,153.82,21.83,84.94,0
PED012856,PRD0041,4,188.81,90.01,121.52,0
PED012856,PRD0005,3,160.81,67.99,100.38,0
PED012857,PRD0016,1,155.32,23.85,85.68,0
PED012857,PRD0109,1,89.83,10.56,41.82,0
PED012857,PRD0019,1,218.49,33.0,116.2,0
PED012857,PRD0004,1,158.04,19.7,84.83,0
PED012858,PRD0004,1,137.98,22.63,85.2,0
PED012859,PRD0024,1,98.64,17.47,57.78,0
PED012859,PRD0001,1,94.61,11.98,59.28,0
PED012859,PRD0112,1,72.13,10.33,50.08,0
PED012860,PRD0002,2,122.35,42.95,75.79,0
PED012860,PRD0051,1,136.48,22.49,82.08,0
PED012860,PRD0008,2,184.24,51.37,109.19,0
PED012861,PRD0034,1,199.19,29.23,133.25,0
PED012861,PRD0036,1,124.18,15.03,72.13,0
PED012862,PRD0002,1,131.54,20.34,73.28,0
PED012862,PRD0170,1,20.76,3.2,13.21,0
PED012862,PRD0029,1,163.07,26.66,92.69,0
PED012863,PRD0064,1,83.48,11.48,52.13,0
PED012863,PRD0014,1,145.24,18.09,80.38,0
PED012864,PRD0012,3,210.74,85.27,112.96,0
PED012864,PRD0005,1,165.31,29.34,99.57,0
PED012864,PRD0004,1,145.11,19.49,84.9,0
PED012864,PRD0003,1,158.54,29.11,94.84,0
PED012865,PRD0029,1,154.26,21.88,94.85,0
PED012866,PRD0001,1,91.98,14.31,58.69,0
PED012866,PRD0005,1,173.31,25.93,98.11,0
PED012867,PRD0017,1,217.32,26.81,124.66,0
PED012867,PRD0004,3,150.52,59.29,84.77,0
PED012867,PRD0003,5,163.05,97.48,98.23,0
PED012868,PRD0002,4,124.17,73.45,72.44,0
PED012868,PRD0001,2,102.89,36.47,59.9,0
PED012868,PRD0010,3,141.6,85.51,80.74,0
PED012869,PRD0028,1,176.76,28.56,99.83,0
PED012870,PRD0016,1,153.05,28.92,85.85,0
PED012870,PRD0002,1,136.07,22.23,72.45,0
PED012871,PRD0010,1,130.72,16.36,80.53,0
PED012871,PRD0027,1,229.45,27.53,134.72,0
PED012872,PRD0001,1,0.0,0.0,0.0,1
PED012872,PRD0078,1,0.0,0.0,0.0,1
PED012872,PRD0076,1,0.0,0.0,0.0,1
PED012873,PRD0001,1,95.19,12.02,57.32,0
PED012873,PRD0003,1,158.89,25.51,92.42,0
PED012874,PRD0002,2,132.27,40.44,71.96,0
PED012874,PRD0001,1,91.54,14.39,56.58,0
PED012875,PRD0002,2,132.83,55.49,75.79,0
PED012875,PRD0036,2,121.82,52.7,74.52,0
PED012875,PRD0010,1,135.72,27.75,80.09,0
PED012876,PRD0167,1,12.17,1.8,8.59,0
PED012876,PRD0001,1,96.47,14.81,57.76,0
PED012876,PRD0007,1,105.61,18.26,62.94,0
PED012877,PRD0011,1,121.97,24.32,65.28,0
PED012877,PRD0005,1,174.07,43.78,99.31,0
PED012877,PRD0003,3,162.43,121.48,98.87,0
PED012878,PRD0008,2,176.45,54.75,111.74,0
PED012878,PRD0029,1,151.02,17.27,94.56,0
PED012879,PRD0002,1,129.66,20.63,74.54,0
PED012879,PRD0066,5,135.21,131.46,83.21,0
PED012880,PRD0003,1,168.38,19.17,94.36,0
PED012880,PRD0004,2,145.76,44.92,89.17,0
PED012880,PRD0006,1,150.7,20.94,80.96,0
PED012881,PRD0035,1,196.38,22.04,113.11,0
PED012881,PRD0001,1,97.5,12.76,59.71,0
PED012881,PRD0004,1,157.57,20.32,86.01,0
PED012881,PRD0029,1,155.8,20.82,94.39,0
PED012882,PRD0002,3,132.43,69.56,72.94,0
PED012882,PRD0041,3,192.51,83.87,120.19,0
PED012883,PRD0022,1,120.68,21.44,69.63,0
PED012883,PRD0002,1,135.14,19.82,73.76,0
PED012883,PRD0014,1,153.5,26.65,82.12,0
PED012884,PRD0005,1,158.47,29.9,98.94,0
PED012884,PRD0061,2,131.21,51.72,79.3,0
PED012885,PRD0002,1,125.38,20.38,73.2,0
PED012885,PRD0011,1,125.78,23.21,66.23,0
PED012885,PRD0045,1,128.89,27.15,80.19,0
PED012885,PRD0031,2,177.19,63.48,99.64,0
PED012885,PRD0061,1,130.92,24.75,76.43,0
PED012886,PRD0021,1,118.34,21.43,70.74,0
PED012886,PRD0005,1,172.62,21.72,101.53,0
PED012887,PRD0004,2,151.82,42.09,88.99,0
PED012888,PRD0002,1,133.68,19.82,72.83,0
PED012888,PRD0054,1,170.8,21.53,112.27,0
PED012888,PRD0004,2,141.71,41.93,88.94,0
PED012889,PRD0073,1,102.16,16.93,69.28,0
PED012890,PRD0006,1,145.59,24.13,80.75,0
PED012891,PRD0019,2,0.0,0.0,0.0,2
PED012891,PRD0007,1,0.0,0.0,0.0,1
PED012891,PRD0003,1,0.0,0.0,0.0,1
PED012892,PRD0022,2,0.0,0.0,0.0,2
PED012892,PRD0057,1,0.0,0.0,0.0,1
PED012892,PRD0003,1,0.0,0.0,0.0,1
PED012893,PRD0001,1,92.46,9.21,57.69,0
PED012893,PRD0116,1,64.21,8.88,43.11,0
PED012893,PRD0004,1,152.98,22.07,85.58,0
PED012894,PRD0002,1,123.95,22.64,72.93,0
PED012894,PRD0001,1,103.48,13.57,59.1,0
PED012894,PRD0007,1,111.45,16.52,61.36,0
PED012895,PRD0018,1,90.16,15.82,56.82,0
PED012895,PRD0003,1,158.07,26.2,94.07,0
PED012895,PRD0133,1,41.04,7.65,26.0,0
PED012896,PRD0136,4,79.78,62.0,50.55,0
PED012896,PRD0005,1,160.39,32.36,97.93,0
PED012897,PRD0002,1,137.86,20.61,73.02,0
PED012897,PRD0001,1,101.27,12.3,56.23,0
PED012897,PRD0004,1,140.95,18.45,82.8,0
PED012897,PRD0087,1,55.82,10.17,29.63,0
PED012898,PRD0096,1,52.35,9.11,29.66,0
PED012899,PRD0001,1,97.63,15.26,57.96,0
PED012899,PRD0038,2,230.46,72.48,148.53,0
PED012899,PRD0004,1,139.26,28.93,84.6,0
PED012900,PRD0025,1,138.91,24.0,82.76,0
PED012900,PRD0005,1,168.15,25.51,102.74,0
PED012901,PRD0020,1,117.99,21.41,76.27,0
PED012901,PRD0001,1,100.94,17.88,56.62,0
PED012901,PRD0005,1,153.68,29.99,96.42,0
PED012902,PRD0025,1,141.32,23.31,82.2,0
PED012902,PRD0001,1,98.69,14.67,56.06,0
PED012902,PRD0018,1,97.02,12.53,58.81,0
PED012902,PRD0006,1,157.2,26.0,81.08,0
PED012903,PRD0004,1,140.38,27.9,88.73,0
PED012904,PRD0002,1,128.55,14.38,73.51,0
PED012904,PRD0018,2,91.05,22.26,57.66,0
PED012904,PRD0088,1,65.52,9.63,29.74,0
PED012904,PRD0007,1,108.58,12.33,63.83,0
PED012904,PRD0060,6,91.53,79.39,54.57,0
PED012905,PRD0016,2,0.0,0.0,0.0,2
PED012905,PRD0001,1,0.0,0.0,0.0,1
PED012905,PRD0019,1,0.0,0.0,0.0,1
PED012906,PRD0039,1,145.13,22.72,85.5,0
PED012907,PRD0005,1,0.0,0.0,0.0,1
PED012908,PRD0136,1,75.51,15.98,51.42,0
PED012908,PRD0001,2,96.98,36.14,58.31,0
PED012908,PRD0026,1,163.59,36.64,91.59,0
PED012908,PRD0003,2,173.54,54.77,95.84,0
PED012909,PRD0005,1,174.88,30.49,97.3,0
PED012910,PRD0050,1,179.21,29.34,104.26,0
PED012911,PRD0006,1,143.87,20.48,83.67,0
PED012912,PRD0038,1,233.97,23.88,151.84,0
PED012912,PRD0010,1,129.39,17.82,82.1,0
PED012912,PRD0027,1,219.13,31.33,132.24,0
PED012913,PRD0047,1,140.17,17.93,90.08,0
PED012914,PRD0081,1,89.53,14.38,44.51,0
PED012914,PRD0001,1,97.62,17.51,58.32,0
PED012914,PRD0009,1,169.04,25.89,95.31,0
PED012915,PRD0001,1,90.7,11.87,56.73,0
PED012916,PRD0004,1,145.68,26.42,85.24,0
PED012916,PRD0110,1,74.61,14.21,38.03,0
PED012917,PRD0024,2,110.46,35.39,61.88,0
PED012917,PRD0037,2,169.65,80.3,106.77,0
PED012917,PRD0007,2,104.02,44.98,61.81,0
PED012918,PRD0021,3,118.8,66.84,73.62,0
PED012918,PRD0006,1,149.27,25.77,84.39,0
PED012919,PRD0018,1,103.1,22.37,58.59,0
PED012920,PRD0022,1,121.61,18.57,72.36,0
PED012920,PRD0001,1,102.16,21.98,59.82,0
PED012920,PRD0005,1,168.17,24.24,99.31,0
PED012921,PRD0013,5,192.55,158.43,118.57,0
PED012921,PRD0005,3,171.32,77.21,102.93,0
PED012921,PRD0008,1,180.29,25.89,107.33,0
PED012922,PRD0123,1,63.56,11.93,36.82,0
PED012922,PRD0068,1,94.2,16.83,59.0,0
PED012922,PRD0044,1,87.51,18.23,48.75,0
PED012923,PRD0021,1,117.23,18.34,70.73,0
PED012923,PRD0007,1,109.34,14.55,62.67,0
PED012923,PRD0004,1,151.76,23.8,87.84,0
PED012923,PRD0006,1,140.28,17.71,82.5,0
PED012924,PRD0004,1,143.33,18.09,86.34,0
PED012925,PRD0041,3,0.0,0.0,0.0,3
PED012926,PRD0100,1,77.36,13.91,35.87,0
PED012926,PRD0001,1,95.47,16.05,60.05,0
PED012927,PRD0092,1,66.27,10.22,33.54,0
PED012927,PRD0003,2,160.06,40.87,98.17,0
PED012928,PRD0114,1,36.49,5.69,23.83,0
PED012929,PRD0024,1,107.41,18.81,60.35,0
PED012930,PRD0008,1,189.76,23.77,108.88,0
PED012931,PRD0002,6,133.96,128.47,74.62,0
PED012931,PRD0051,3,128.38,55.32,81.84,0
PED012931,PRD0082,1,75.21,11.75,35.44,0
PED012932,PRD0002,1,135.89,21.5,74.37,0
PED012932,PRD0005,1,175.57,37.18,102.78,0
PED012932,PRD0023,1,214.97,45.24,136.62,0
PED012933,PRD0103,1,98.44,18.75,50.38,0
PED012933,PRD0002,1,137.28,26.4,74.31,0
PED012933,PRD0001,1,99.34,15.14,56.77,0
PED012934,PRD0012,1,214.85,32.58,111.86,0
PED012935,PRD0094,1,76.87,9.0,37.89,0
PED012935,PRD0001,1,103.16,16.87,57.48,0
PED012936,PRD0001,1,101.52,18.55,59.76,0
PED012936,PRD0009,1,168.76,32.34,99.64,0
PED012936,PRD0005,1,171.33,29.02,99.47,0
PED012936,PRD0116,1,61.38,11.51,42.31,0
PED012937,PRD0001,1,96.18,20.51,60.02,0
PED012938,PRD0103,1,99.27,16.36,50.93,0
PED012938,PRD0005,1,173.44,25.31,98.53,0
PED012939,PRD0031,1,195.33,35.44,101.76,0
PED012940,PRD0094,3,71.42,29.35,37.56,0
PED012940,PRD0033,3,217.88,83.25,137.62,0
PED012940,PRD0026,1,157.63,17.14,91.16,0
PED012941,PRD0005,1,163.65,30.3,101.66,0
PED012942,PRD0112,1,76.55,8.87,49.59,0
PED012942,PRD0020,1,119.31,14.86,74.72,0
PED012942,PRD0015,1,205.82,25.82,119.88,0
PED012942,PRD0025,2,140.9,36.9,79.82,0
PED012942,PRD0004,5,142.48,106.83,83.41,0
PED012943,PRD0018,1,93.46,14.71,57.66,0
PED012943,PRD0010,1,139.67,21.13,77.72,0
PED012944,PRD0143,1,24.12,4.24,16.14,0
PED012945,PRD0001,2,102.48,40.7,57.91,0
PED012945,PRD0014,1,140.37,20.81,83.67,0
PED012945,PRD0029,2,152.11,56.75,96.11,0
PED012946,PRD0002,1,124.41,30.04,75.59,0
PED012946,PRD0046,1,101.01,20.02,63.66,0
PED012946,PRD0013,1,202.86,35.13,114.65,0
PED012947,PRD0002,1,135.45,29.67,75.52,0
PED012947,PRD0117,1,74.88,12.28,47.62,0
PED012947,PRD0012,2,213.7,81.13,110.71,0
PED012947,PRD0003,2,158.13,54.45,95.67,0
PED012948,PRD0051,1,127.95,21.37,79.67,0
PED012948,PRD0004,1,145.01,25.34,85.71,0
PED012948,PRD0003,1,165.06,27.64,98.43,0
PED012949,PRD0064,2,78.96,22.63,54.44,0
PED012949,PRD0004,1,152.7,31.22,87.38,0
PED012950,PRD0013,1,202.14,29.01,116.79,0
